ui_id,ui_key,symbol,current_text,target_text_th,translation_status,scope_class,current_language,ui_areas,usage_count,definition_kind,source_file,source_line,line_count,control_codes,has_placeholders,width_constraint_status,visual_qa_status,translator_note
UI0107,global:gText_DefaultNameLandon,gText_DefaultNameLandon,LANDON,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,82,1,,no,pending_usage_to_window_mapping,pending,
UI0108,global:gText_DefaultNameLianna,gText_DefaultNameLianna,LIANNA,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,91,1,,no,pending_usage_to_window_mapping,pending,
UI0109,global:gText_DefaultNameLillie,gText_DefaultNameLillie,LILLIE,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,102,1,,no,pending_usage_to_window_mapping,pending,
UI0110,global:gText_DefaultNameLucy,gText_DefaultNameLucy,LUCY,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,104,1,,no,pending_usage_to_window_mapping,pending,
UI0111,global:gText_DefaultNameMilton,gText_DefaultNameMilton,MILTON,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,67,1,,no,pending_usage_to_window_mapping,pending,
UI0112,global:gText_DefaultNameMonica,gText_DefaultNameMonica,MONICA,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,93,1,,no,pending_usage_to_window_mapping,pending,
UI0113,global:gText_DefaultNameNadine,gText_DefaultNameNadine,NADINE,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,98,1,,no,pending_usage_to_window_mapping,pending,
UI0114,global:gText_DefaultNameNicola,gText_DefaultNameNicola,NICOLA,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,101,1,,no,pending_usage_to_window_mapping,pending,
UI0115,global:gText_DefaultNameQuincy,gText_DefaultNameQuincy,QUINCY,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,85,1,,no,pending_usage_to_window_mapping,pending,
UI0116,global:gText_DefaultNameReid,gText_DefaultNameReid,REID,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,70,1,,no,pending_usage_to_window_mapping,pending,
UI0117,global:gText_DefaultNameRuthie,gText_DefaultNameRuthie,RUTHIE,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,96,1,,no,pending_usage_to_window_mapping,pending,
UI0118,global:gText_DefaultNameSara,gText_DefaultNameSara,SARA,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,92,1,,no,pending_usage_to_window_mapping,pending,
UI0119,global:gText_DefaultNameSeth,gText_DefaultNameSeth,SETH,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,78,1,,no,pending_usage_to_window_mapping,pending,
UI0120,global:gText_DefaultNameStanley,gText_DefaultNameStanley,STANLEY,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,84,1,,no,pending_usage_to_window_mapping,pending,
UI0121,global:gText_DefaultNameStu,gText_DefaultNameStu,STU,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,66,1,,no,pending_usage_to_window_mapping,pending,
UI0122,global:gText_DefaultNameTanja,gText_DefaultNameTanja,TANJA,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,99,1,,no,pending_usage_to_window_mapping,pending,
UI0123,global:gText_DefaultNameTerra,gText_DefaultNameTerra,TERRA,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,103,1,,no,pending_usage_to_window_mapping,pending,
UI0124,global:gText_DefaultNameTerry,gText_DefaultNameTerry,TERRY,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,79,1,,no,pending_usage_to_window_mapping,pending,
UI0125,global:gText_DefaultNameTeru,gText_DefaultNameTeru,TERU,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,75,1,,no,pending_usage_to_window_mapping,pending,
UI0126,global:gText_DefaultNameTiara,gText_DefaultNameTiara,TIARA,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,87,1,,no,pending_usage_to_window_mapping,pending,
UI0127,global:gText_DefaultNameTom,gText_DefaultNameTom,TOM,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,68,1,,no,pending_usage_to_window_mapping,pending,
UI0128,global:gText_DefaultNameWalker,gText_DefaultNameWalker,WALKER,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,74,1,,no,pending_usage_to_window_mapping,pending,
UI0129,global:gText_DefaultNameYasmin,gText_DefaultNameYasmin,YASMIN,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,100,1,,no,pending_usage_to_window_mapping,pending,
UI0130,global:gText_Defense3,gText_Defense3,DEFENSE,,pending,core_ui_label,english,PARTY_MENU;SUMMARY,5,c_u8,src/strings.c,498,1,,no,pending_usage_to_window_mapping,pending,
UI0131,global:gText_DepositHowManyVar1,gText_DepositHowManyVar1,"Deposit how many
{STR_VAR_1}(s)?",,pending,core_ui_prompt,english,BAG,1,c_u8,src/strings.c,234,2,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0132,global:gText_DepositInWhichBox,gText_DepositInWhichBox,Deposit in which BOX?,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,879,1,,no,pending_usage_to_window_mapping,pending,
UI0133,global:gText_DepositItem,gText_DepositItem,DEPOSIT ITEM,,pending,core_ui_label,english,PC_STORAGE,1,c_u8,src/strings.c,589,1,,no,pending_usage_to_window_mapping,pending,
UI0134,global:gText_DepositMonDescription,gText_DepositMonDescription,Store POKéMON in your party in BOXES.,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,948,1,,no,pending_usage_to_window_mapping,pending,
UI0135,global:gText_DepositPokemon,gText_DepositPokemon,DEPOSIT POKéMON,,pending,core_ui_label,english,PC_STORAGE,1,c_u8,src/strings.c,943,1,,no,pending_usage_to_window_mapping,pending,
UI0136,global:gText_DepositedVar2Var1s,gText_DepositedVar2Var1s,"Deposited {STR_VAR_2}
{STR_VAR_1}(s).",,pending,core_ui_prompt,english,BAG,1,c_u8,src/strings.c,235,2,{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0137,global:gText_DexEmptyString,gText_DexEmptyString,,,not_applicable,technical_not_translatable,nonlinguistic,POKEDEX,39,c_u8,src/strings.c,167,0,,no,pending_usage_to_window_mapping,pending,
UI0138,global:gText_DexHoennDescription,gText_DexHoennDescription,HOENN region's POKéDEX,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,159,1,,no,pending_usage_to_window_mapping,pending,
UI0139,global:gText_DexHoennTitle,gText_DexHoennTitle,HOENN DEX,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,132,1,,no,pending_usage_to_window_mapping,pending,
UI0140,global:gText_DexNatDescription,gText_DexNatDescription,National edition POKéDEX,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,160,1,,no,pending_usage_to_window_mapping,pending,
UI0141,global:gText_DexNatTitle,gText_DexNatTitle,NATIONAL DEX,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,133,1,,no,pending_usage_to_window_mapping,pending,
UI0142,global:gText_DexSearchAlphaABC,gText_DexSearchAlphaABC,ABC,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,140,1,,no,pending_usage_to_window_mapping,pending,
UI0143,global:gText_DexSearchAlphaDEF,gText_DexSearchAlphaDEF,DEF,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,141,1,,no,pending_usage_to_window_mapping,pending,
UI0144,global:gText_DexSearchAlphaGHI,gText_DexSearchAlphaGHI,GHI,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,142,1,,no,pending_usage_to_window_mapping,pending,
UI0145,global:gText_DexSearchAlphaJKL,gText_DexSearchAlphaJKL,JKL,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,143,1,,no,pending_usage_to_window_mapping,pending,
UI0146,global:gText_DexSearchAlphaMNO,gText_DexSearchAlphaMNO,MNO,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,144,1,,no,pending_usage_to_window_mapping,pending,
UI0147,global:gText_DexSearchAlphaPQR,gText_DexSearchAlphaPQR,PQR,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,145,1,,no,pending_usage_to_window_mapping,pending,
UI0148,global:gText_DexSearchAlphaSTU,gText_DexSearchAlphaSTU,STU,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,146,1,,no,pending_usage_to_window_mapping,pending,
UI0149,global:gText_DexSearchAlphaVWX,gText_DexSearchAlphaVWX,VWX,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,147,1,,no,pending_usage_to_window_mapping,pending,
UI0150,global:gText_DexSearchAlphaYZ,gText_DexSearchAlphaYZ,YZ,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,148,1,,no,pending_usage_to_window_mapping,pending,
UI0151,global:gText_DexSearchColorBlack,gText_DexSearchColorBlack,BLACK,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,153,1,,no,pending_usage_to_window_mapping,pending,
UI0152,global:gText_DexSearchColorBlue,gText_DexSearchColorBlue,BLUE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,150,1,,no,pending_usage_to_window_mapping,pending,
UI0153,global:gText_DexSearchColorBrown,gText_DexSearchColorBrown,BROWN,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,154,1,,no,pending_usage_to_window_mapping,pending,
UI0154,global:gText_DexSearchColorGray,gText_DexSearchColorGray,GRAY,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,156,1,,no,pending_usage_to_window_mapping,pending,
UI0155,global:gText_DexSearchColorGreen,gText_DexSearchColorGreen,GREEN,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,152,1,,no,pending_usage_to_window_mapping,pending,
UI0156,global:gText_DexSearchColorPink,gText_DexSearchColorPink,PINK,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,158,1,,no,pending_usage_to_window_mapping,pending,
UI0157,global:gText_DexSearchColorPurple,gText_DexSearchColorPurple,PURPLE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,155,1,,no,pending_usage_to_window_mapping,pending,
UI0158,global:gText_DexSearchColorRed,gText_DexSearchColorRed,RED,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,149,1,,no,pending_usage_to_window_mapping,pending,
UI0159,global:gText_DexSearchColorWhite,gText_DexSearchColorWhite,WHITE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,157,1,,no,pending_usage_to_window_mapping,pending,
UI0160,global:gText_DexSearchColorYellow,gText_DexSearchColorYellow,YELLOW,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,151,1,,no,pending_usage_to_window_mapping,pending,
UI0161,global:gText_DexSearchDontSpecify,gText_DexSearchDontSpecify,DON'T SPECIFY.,,pending,core_ui_prompt,english,POKEDEX,2,c_u8,src/strings.c,168,1,,no,pending_usage_to_window_mapping,pending,
UI0162,global:gText_DexSearchTypeNone,gText_DexSearchTypeNone,NONE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,169,1,,no,pending_usage_to_window_mapping,pending,
UI0163,global:gText_DexSortAtoZDescription,gText_DexSortAtoZDescription,"Spotted and owned POKéMON are listed
alphabetically.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,162,2,,no,pending_usage_to_window_mapping,pending,
UI0164,global:gText_DexSortAtoZTitle,gText_DexSortAtoZTitle,A TO Z MODE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,135,1,,no,pending_usage_to_window_mapping,pending,
UI0165,global:gText_DexSortHeaviestDescription,gText_DexSortHeaviestDescription,"Owned POKéMON are listed from the
heaviest to the lightest.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,163,2,,no,pending_usage_to_window_mapping,pending,
UI0166,global:gText_DexSortHeaviestTitle,gText_DexSortHeaviestTitle,HEAVIEST MODE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,136,1,,no,pending_usage_to_window_mapping,pending,
UI0167,global:gText_DexSortLightestDescription,gText_DexSortLightestDescription,"Owned POKéMON are listed from the
lightest to the heaviest.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,164,2,,no,pending_usage_to_window_mapping,pending,
UI0168,global:gText_DexSortLightestTitle,gText_DexSortLightestTitle,LIGHTEST MODE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,137,1,,no,pending_usage_to_window_mapping,pending,
UI0169,global:gText_DexSortNumericalDescription,gText_DexSortNumericalDescription,"POKéMON are listed according to their
number.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,161,2,,no,pending_usage_to_window_mapping,pending,
UI0170,global:gText_DexSortNumericalTitle,gText_DexSortNumericalTitle,NUMERICAL MODE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,134,1,,no,pending_usage_to_window_mapping,pending,
UI0171,global:gText_DexSortSmallestDescription,gText_DexSortSmallestDescription,"Owned POKéMON are listed from the
smallest to the tallest.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,166,2,,no,pending_usage_to_window_mapping,pending,
UI0172,global:gText_DexSortSmallestTitle,gText_DexSortSmallestTitle,SMALLEST MODE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,139,1,,no,pending_usage_to_window_mapping,pending,
UI0173,global:gText_DexSortTallestDescription,gText_DexSortTallestDescription,"Owned POKéMON are listed from the
tallest to the smallest.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,165,2,,no,pending_usage_to_window_mapping,pending,
UI0174,global:gText_DexSortTallestTitle,gText_DexSortTallestTitle,TALLEST MODE,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,138,1,,no,pending_usage_to_window_mapping,pending,
UI0175,global:gText_DifferentSaveFile,gText_DifferentSaveFile,"WARNING!\pThere is a different game file that
is already saved.\pIf you save now, the other file's
adventure, including items and\lPOKéMON, will be entirely lost.\pAre you sure you want to save now
and overwrite the other save file?","คำเตือน!\pมีไฟล์เกมอื่น
บันทึกอยู่แล้ว\pหากบันทึกตอนนี้ การผจญภัย
ของไฟล์เดิม รวมถึงไอเทมและ\lโปเกมอนจะหายไปทั้งหมด\pต้องการบันทึกทับ
ไฟล์เดิมหรือไม่?",proof_passed,system_message,english,START_SAVE,1,asm_string,data/text/save.inc,16,4,\l;\p,yes,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0176,global:gText_DoWhatWithItem,gText_DoWhatWithItem,Do what with an item?,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,444,1,,no,pending_usage_to_window_mapping,pending,
UI0177,global:gText_DoWhatWithMail,gText_DoWhatWithMail,Do what with the MAIL?,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,452,1,,no,pending_usage_to_window_mapping,pending,
UI0178,global:gText_DoWhatWithPokemon,gText_DoWhatWithPokemon,Do what with this {PKMN}?,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,437,1,{PKMN},yes,pending_usage_to_window_mapping,pending,
UI0179,global:gText_DontHave,gText_DontHave,DON'T HAVE,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,469,1,,no,pending_usage_to_window_mapping,pending,
UI0180,global:gText_EggAboutToHatch,gText_EggAboutToHatch,"It's making sounds.
It's about to hatch!",,pending,core_ui_prompt,english,SUMMARY,1,c_u8,src/strings.c,526,2,,no,pending_usage_to_window_mapping,pending,
UI0181,global:gText_EggCantBattle,gText_EggCantBattle,An EGG can't battle!{PAUSE_UNTIL_PRESS},,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,387,1,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0182,global:gText_EggCantBeTradedNow,gText_EggCantBeTradedNow,An EGG can't be traded now.,,pending,core_ui_prompt,english,PARTY_MENU,3,c_u8,src/strings.c,485,1,,no,pending_usage_to_window_mapping,pending,
UI0183,global:gText_EggFromHotSprings,gText_EggFromHotSprings,"A POKéMON EGG obtained
at the hot springs.",,pending,core_ui_prompt,english,SUMMARY,1,c_u8,src/strings.c,539,2,,no,pending_usage_to_window_mapping,pending,
UI0184,global:gText_EggFromTraveler,gText_EggFromTraveler,"An odd POKéMON EGG
obtained from a traveler.",,pending,core_ui_prompt,english,SUMMARY,1,c_u8,src/strings.c,540,2,,no,pending_usage_to_window_mapping,pending,
UI0185,global:gText_EggNickname,gText_EggNickname,EGG,,pending,core_ui_label,english,PC_STORAGE;POKENAV,2,c_u8,src/strings.c,21,1,,no,pending_usage_to_window_mapping,pending,
UI0186,global:gText_EggWillHatchSoon,gText_EggWillHatchSoon,"It moves occasionally.
It should hatch soon.",,pending,core_ui_prompt,english,SUMMARY,1,c_u8,src/strings.c,525,2,,no,pending_usage_to_window_mapping,pending,
UI0187,global:gText_EggWillTakeALongTime,gText_EggWillTakeALongTime,"It looks like this EGG will
take a long time to hatch.",,pending,core_ui_prompt,english,SUMMARY,2,c_u8,src/strings.c,523,2,,no,pending_usage_to_window_mapping,pending,
UI0188,global:gText_EggWillTakeSomeTime,gText_EggWillTakeSomeTime,"What will hatch from this?
It will take some time.",,pending,core_ui_prompt,english,SUMMARY,1,c_u8,src/strings.c,524,2,,no,pending_usage_to_window_mapping,pending,
UI0189,global:gText_EmptyString2,gText_EmptyString2,,,not_applicable,technical_not_translatable,nonlinguistic,BAG;PARTY_MENU,2,c_u8,src/strings.c,197,0,,no,pending_usage_to_window_mapping,pending,
UI0190,global:gText_EmptyString5,gText_EmptyString5,,,not_applicable,technical_not_translatable,nonlinguistic,SUMMARY,1,c_u8,src/strings.c,515,0,,no,pending_usage_to_window_mapping,pending,
UI0191,global:gText_EnjoyCycling,gText_EnjoyCycling,Let's enjoy cycling!,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,455,1,,no,pending_usage_to_window_mapping,pending,
UI0192,global:gText_Enter,gText_Enter,ENTER,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,372,1,,no,pending_usage_to_window_mapping,pending,
UI0193,global:gText_EscapeFromHere,gText_EscapeFromHere,"Want to escape from here and return
to {STR_VAR_1}?",,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,476,2,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0194,global:gText_ExecuteSearchSwitch,gText_ExecuteSearchSwitch,Execute search/switch.,,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,131,1,,no,pending_usage_to_window_mapping,pending,
UI0195,global:gText_ExitFromBox,gText_ExitFromBox,Exit from the BOX?,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,873,1,,no,pending_usage_to_window_mapping,pending,
UI0196,global:gText_ExpPoints,gText_ExpPoints,EXP. POINTS,,pending,core_ui_label,english,SUMMARY,1,c_u8,src/strings.c,512,1,,no,pending_usage_to_window_mapping,pending,
UI0197,global:gText_ExpandedPlaceholder_Empty,gText_ExpandedPlaceholder_Empty,,,not_applicable,technical_not_translatable,nonlinguistic,MAIN_MENU,1,c_u8,src/strings.c,7,0,,no,pending_usage_to_window_mapping,pending,
UI0198,global:gText_FemaleSymbol,gText_FemaleSymbol,♀,,not_applicable,technical_not_translatable,nonlinguistic,MAIN_MENU;PARTY_MENU;SUMMARY,3,c_u8,src/strings.c,213,1,,no,pending_usage_to_window_mapping,pending,
UI0199,global:gText_First_PM,gText_First_PM,FIRST,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,460,1,,no,pending_usage_to_window_mapping,pending,
UI0200,global:gText_FiveMarks,gText_FiveMarks,?????,,not_applicable,technical_not_translatable,nonlinguistic,SUMMARY,2,c_u8,src/strings.c,207,1,,no,pending_usage_to_window_mapping,pending,
UI0201,global:gText_Floor1,gText_Floor1,Floor 1,ชั้น 1,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1575,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0202,global:gText_Floor2,gText_Floor2,Floor 2,ชั้น 2,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1576,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0203,global:gText_Floor3,gText_Floor3,Floor 3,ชั้น 3,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1577,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0204,global:gText_Floor4,gText_Floor4,Floor 4,ชั้น 4,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1578,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0205,global:gText_Floor5,gText_Floor5,Floor 5,ชั้น 5,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1579,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0206,global:gText_Floor6,gText_Floor6,Floor 6,ชั้น 6,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1580,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0207,global:gText_Floor7,gText_Floor7,Floor 7,ชั้น 7,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1581,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0208,global:gText_FourEllipsesExclamation,gText_FourEllipsesExclamation,… … … … !,,not_applicable,technical_not_translatable,nonlinguistic,PC_STORAGE,1,c_u8,src/strings.c,894,1,,no,pending_usage_to_window_mapping,pending,
UI0209,global:gText_Fourth,gText_Fourth,FOURTH,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,470,1,,no,pending_usage_to_window_mapping,pending,
UI0210,global:gText_Frame,gText_Frame,FRAME,กรอบ,proof_passed,core_ui_label,english,OPTION_MENU,1,c_u8,src/strings.c,1533,1,,no,pass,proof_passed,Runtime screenshot reviewed: rendering and translation passed.
UI0211,global:gText_FrameType,gText_FrameType,{COLOR GREEN}{SHADOW LIGHT_GREEN}TYPE,{COLOR GREEN}{SHADOW LIGHT_GREEN}แบบ,proof_passed,core_ui_label,english,OPTION_MENU,1,c_u8,src/strings.c,1545,1,{COLOR GREEN};{SHADOW LIGHT_GREEN},yes,pass,proof_passed,Runtime screenshot reviewed: rendering and translation passed.
UI0212,global:gText_FrameTypeNumber,gText_FrameTypeNumber,{COLOR GREEN}{SHADOW LIGHT_GREEN},,not_applicable,technical_not_translatable,nonlinguistic,OPTION_MENU,2,c_u8,src/strings.c,1546,1,{COLOR GREEN};{SHADOW LIGHT_GREEN},yes,pending_usage_to_window_mapping,pending,
UI0213,global:gText_Give2,gText_Give2,GIVE,,pending,core_ui_label,english,PC_STORAGE,1,c_u8,src/strings.c,601,1,,no,pending_usage_to_window_mapping,pending,
UI0214,global:gText_GiveToAPkmn,gText_GiveToAPkmn,GIVE to a POKéMON?,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,896,1,,no,pending_usage_to_window_mapping,pending,
UI0215,global:gText_GiveToWhichPokemon,gText_GiveToWhichPokemon,Give to which POKéMON?,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,436,1,,no,pending_usage_to_window_mapping,pending,
UI0216,global:gText_GoBackPrevMenu,gText_GoBackPrevMenu,"Go back to the
previous menu.",,pending,core_ui_prompt,english,PC_STORAGE,2,c_u8,src/strings.c,221,2,,no,pending_usage_to_window_mapping,pending,
UI0217,global:gText_HMMovesCantBeForgotten2,gText_HMMovesCantBeForgotten2,"HM moves can't be
forgotten now.",,pending,core_ui_prompt,english,SUMMARY,1,c_u8,src/strings.c,527,2,,no,pending_usage_to_window_mapping,pending,
UI0218,global:gText_HP3,gText_HP3,HP,,pending,core_ui_label,english,PARTY_MENU,2,c_u8,src/strings.c,377,1,,no,pending_usage_to_window_mapping,pending,
UI0219,global:gText_HP4,gText_HP4,HP,,pending,core_ui_label,english,PARTY_MENU;SUMMARY,3,c_u8,src/strings.c,502,1,,no,pending_usage_to_window_mapping,pending,
UI0220,global:gText_HTHeight,gText_HTHeight,HT,,pending,core_ui_label,english,POKEDEX,1,c_u8,src/strings.c,118,1,,no,pending_usage_to_window_mapping,pending,
UI0221,global:gText_Have,gText_Have,HAVE,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,468,1,,no,pending_usage_to_window_mapping,pending,
UI0222,global:gText_HealthboxGender_Female,gText_HealthboxGender_Female,{COLOR DYNAMIC_COLOR1}♀,,not_applicable,technical_not_translatable,nonlinguistic,BATTLE_UI,1,c_u8,src/strings.c,1264,1,{COLOR DYNAMIC_COLOR1},yes,pending_usage_to_window_mapping,pending,
UI0223,global:gText_HealthboxGender_Male,gText_HealthboxGender_Male,{COLOR DYNAMIC_COLOR2}♂,,not_applicable,technical_not_translatable,nonlinguistic,BATTLE_UI,1,c_u8,src/strings.c,1263,1,{COLOR DYNAMIC_COLOR2},yes,pending_usage_to_window_mapping,pending,
UI0224,global:gText_HealthboxGender_None,gText_HealthboxGender_None,{COLOR DYNAMIC_COLOR2},,not_applicable,technical_not_translatable,nonlinguistic,BATTLE_UI,1,c_u8,src/strings.c,1265,1,{COLOR DYNAMIC_COLOR2},yes,pending_usage_to_window_mapping,pending,
UI0225,global:gText_HealthboxNickname,gText_HealthboxNickname,{HIGHLIGHT DARK_GRAY},,not_applicable,technical_not_translatable,nonlinguistic,BATTLE_UI,1,c_u8,src/strings.c,1261,1,{HIGHLIGHT DARK_GRAY},yes,pending_usage_to_window_mapping,pending,
UI0226,global:gText_HereYouGoThankYou,gText_HereYouGoThankYou,"Here you go!
Thank you very much.",,pending,core_ui_prompt,english,SHOP,1,c_u8,src/strings.c,353,2,,no,pending_usage_to_window_mapping,pending,
UI0227,global:gText_HowManyToSell,gText_HowManyToSell,"{STR_VAR_2}?
How many would you like to sell?",,pending,core_ui_prompt,english,BAG,1,c_u8,src/strings.c,363,2,{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0228,global:gText_ICanPayVar1,gText_ICanPayVar1,"I can pay ¥{STR_VAR_1}.
Would that be okay?",,pending,core_ui_prompt,english,BAG,1,c_u8,src/strings.c,364,2,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0229,global:gText_IDNumber2,gText_IDNumber2,{ID}{NO},,not_applicable,technical_not_translatable,nonlinguistic,SUMMARY,2,c_u8,src/strings.c,218,1,{ID};{NO},yes,pending_usage_to_window_mapping,pending,
UI0230,global:gText_InBagVar1,gText_InBagVar1,IN BAG: {STR_VAR_1},,pending,core_ui_label,english,SHOP,1,c_u8,src/strings.c,346,1,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0231,global:gText_InParty,gText_InParty,IN PARTY,,pending,core_ui_label,english,POKENAV,1,c_u8,src/strings.c,994,1,,no,pending_usage_to_window_mapping,pending,
UI0232,global:gText_InUseAlready_PM,gText_InUseAlready_PM,This is in use already.,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,456,1,,no,pending_usage_to_window_mapping,pending,
UI0233,global:gText_Info,gText_Info,INFO,,pending,core_ui_label,english,SUMMARY,2,c_u8,src/strings.c,522,1,,no,pending_usage_to_window_mapping,pending,
