id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,stable_target_key,battle_hold_group,canonical_decision,decision_reason,evidence_source
dlg_892b9aff41ebbc36,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1995,gTVPokemonNewsBattleFrontierText17,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText17,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_70eb6c67905fa452,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2000,gTVPokemonNewsBattleFrontierText18,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText18,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_9a2996e1bf5c598a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2213,TVSecretBaseSecrets_Text_BattledWon,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_BattledWon,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_10b6e528c8475ecd,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2224,TVSecretBaseSecrets_Text_BattledLost,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_BattledLost,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_336d733211a46dea,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2234,TVSecretBaseSecrets_Text_DeclinedBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_DeclinedBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_d2a9e5f590be04e1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2258,TVSecretBaseSecrets_Text_BattledDraw,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_BattledDraw,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_86abb75aca537783,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2648,gTVPokemonBattleUpdateText00,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText00,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_c3ede3cf939ed93d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2653,gTVPokemonBattleUpdateText01,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText01,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_21552c81310d98b8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2660,gTVPokemonBattleUpdateText02,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText02,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_a4ee87ef001f69b8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2665,gTVPokemonBattleUpdateText03,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText03,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_0f59a1faeaebe8bc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2669,gTVPokemonBattleUpdateText04,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText04,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_c4e6d13312f78a33,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2677,gTVPokemonBattleUpdateText05,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText05,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_051df0ad49473c3b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2683,gTVPokemonBattleUpdateText06,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText06,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_3708d574e4a51ab2,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2688,gTVPokemonBattleUpdateText07,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText07,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_bda671e69a2df388,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2698,GabbyAndTy_Text_GabbyPreFirstBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::GabbyAndTy_Text_GabbyPreFirstBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_2af98aca18c34df2,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2805,GabbyAndTy_Text_TyPreFirstBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::GabbyAndTy_Text_TyPreFirstBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_0aefe8222ef83f7e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2816,GabbyAndTy_Text_TyPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::GabbyAndTy_Text_TyPostBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc
dlg_568a94dc3b261e8a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,1,gEasyChatWord_MatchUp,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_MatchUp,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_ab54fecf8fb8e112,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,2,gEasyChatWord_Go,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Go,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_be4baf046d069769,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,3,gEasyChatWord_No1,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_No1,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_4a56907b38b10e6d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,4,gEasyChatWord_Decide,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Decide,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_a17ae94384776ed8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,5,gEasyChatWord_LetMeWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_LetMeWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_6c56c2a8ed30238a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,6,gEasyChatWord_Wins,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Wins,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_f44d224e852f6f6f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,7,gEasyChatWord_Win,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Win,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_a32d98117bf2c26b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,8,gEasyChatWord_Won,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Won,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_432de4ffbd7190a0,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,9,gEasyChatWord_IfIWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_IfIWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_6d1462c6332797cf,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,10,gEasyChatWord_WhenIWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_WhenIWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_03f0ba535d5add26,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,11,gEasyChatWord_CantWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_CantWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_b1821cbda00d8944,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,12,gEasyChatWord_CanWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_CanWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_f4d4ce4e7da45cba,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,13,gEasyChatWord_NoMatch,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_NoMatch,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_28c96e5cbf82112d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,14,gEasyChatWord_Spirit,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Spirit,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_aabf523bda697abc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,15,gEasyChatWord_Decided,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Decided,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_5f94cc86f1b67734,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,16,gEasyChatWord_TrumpCard,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_TrumpCard,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_ba98ecf9125f81e3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,17,gEasyChatWord_TakeThat,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_TakeThat,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_0fcc17dc0cb50653,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,18,gEasyChatWord_ComeOn,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_ComeOn,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_6c8bef8e77111659,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,19,gEasyChatWord_Attack,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Attack,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_0042d7ab69b0b267,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,20,gEasyChatWord_Surrender,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Surrender,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_308a52311540bba1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,21,gEasyChatWord_Gutsy,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Gutsy,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_807a8e76f0e2873a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,22,gEasyChatWord_Talent,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Talent,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_c2de30c76ce32d30,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,23,gEasyChatWord_Strategy,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Strategy,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_a905723241d0d7cc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,24,gEasyChatWord_Smite,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Smite,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_2302d8e28f677f46,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,25,gEasyChatWord_Match,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Match,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_f0d41e082cb8bc99,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,26,gEasyChatWord_Victory,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Victory,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_873c8eef379620da,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,27,gEasyChatWord_Offensive,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Offensive,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_ad0040e87e599e0f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,28,gEasyChatWord_Sense,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Sense,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_c6dfc1db12928782,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,29,gEasyChatWord_Versus,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Versus,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_a63761373c5489ed,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,30,gEasyChatWord_Fights,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Fights,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_7979e54d66bab853,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,31,gEasyChatWord_Power,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Power,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_ac9d1c181c4a1e7a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,32,gEasyChatWord_Challenge,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Challenge,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_84cfadeb6aba6945,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,33,gEasyChatWord_Strong,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Strong,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_40f0b7542bc1c081,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,34,gEasyChatWord_TooStrong,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_TooStrong,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_112ba2b2d2fbd3a8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,35,gEasyChatWord_GoEasy,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_GoEasy,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_2f35eeb98305466a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,36,gEasyChatWord_Foe,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Foe,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_004dcfbf9dea9d3c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,37,gEasyChatWord_Genius,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Genius,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_4fcaa4a386bd8421,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,38,gEasyChatWord_Legend,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Legend,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
