id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,stable_target_key,battle_hold_group,canonical_decision,decision_reason,evidence_source,source_line_current,exact_raw,english_raw,thai,translation_status
dlg_63f7c007560bbcb6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1449,gTVThePokemonBattleSeminarText01,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVThePokemonBattleSeminarText01,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1449,And it used the move {STR_VAR_3}\non the {STR_VAR_2}…\pHmm… {STR_VAR_1}!\nThat's the wrong thing to do!$,And it used the move {STR_VAR_3}\non the {STR_VAR_2}…\pHmm… {STR_VAR_1}!\nThat's the wrong thing to do!$,แล้วมันใช้ท่า {STR_VAR_3}\nใส่ {STR_VAR_2}…\pอืม… {STR_VAR_1}!\nทำแบบนั้นไม่ถูกนะ!$,TRANSLATED
dlg_afa31b319cbbef08,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1455,gTVThePokemonBattleSeminarText02,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVThePokemonBattleSeminarText02,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1455,"In addition to the doomed move,\nthe TRAINER's {STR_VAR_1} also knew$","In addition to the doomed move,\nthe TRAINER's {STR_VAR_1} also knew$","นอกจากท่าที่เลือกพลาดแล้ว,\n{STR_VAR_1} ของเทรนเนอร์ยังรู้จัก$",TRANSLATED
dlg_de4dd2766c9c3214,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1459,gTVThePokemonBattleSeminarText03,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVThePokemonBattleSeminarText03,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1459,"the moves {STR_VAR_1}, {STR_VAR_2},\nand {STR_VAR_3}.$","the moves {STR_VAR_1}, {STR_VAR_2},\nand {STR_VAR_3}.$","ท่า {STR_VAR_1}, {STR_VAR_2},\nและ {STR_VAR_3}.$",TRANSLATED
dlg_79738c516476f77e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1463,gTVThePokemonBattleSeminarText04,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVThePokemonBattleSeminarText04,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1463,the moves {STR_VAR_1} and\n{STR_VAR_2}.$,the moves {STR_VAR_1} and\n{STR_VAR_2}.$,ท่า {STR_VAR_1} และ\n{STR_VAR_2}.$,TRANSLATED
dlg_61c093e22d4c5eb8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1467,gTVThePokemonBattleSeminarText05,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVThePokemonBattleSeminarText05,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1467,the move {STR_VAR_2}.$,the move {STR_VAR_2}.$,ท่า {STR_VAR_2}.$,TRANSLATED
dlg_d0b4e51ee6ccbc1c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1470,gTVThePokemonBattleSeminarText06,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVThePokemonBattleSeminarText06,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1470,"So, in this situation, what should\nthe TRAINER have used?\p… … … … … …\nThe move {STR_VAR_1}!\pThe move {STR_VAR_1} would have been\nabsolutely better than {STR_VAR_2}.\pViewers, I urge you to learn from this\ncase and battle with intelligence!\pUntil next time, farewell!$","So, in this situation, what should\nthe TRAINER have used?\p… … … … … …\nThe move {STR_VAR_1}!\pThe move {STR_VAR_1} would have been\nabsolutely better than {STR_VAR_2}.\pViewers, I urge you to learn from this\ncase and battle with intelligence!\pUntil next time, farewell!$",แล้วสถานการณ์แบบนี้ควรใช้\nท่าไหนดี?\p… … … … … …\nท่า {STR_VAR_1}!\pท่า {STR_VAR_1} เหมาะกว่า\n{STR_VAR_2} อย่างแน่นอน.\pผู้ชมทุกท่าน จงเรียนรู้จากกรณีนี้\nและต่อสู้อย่างมีชั้นเชิง!\pพบกันใหม่คราวหน้า!$,TRANSLATED
dlg_44b9e51c1fae327b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1658,gTVPokemonNewsBattleFrontierText00,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText00,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1658,Greetings!\nIt's time for POKéMON NEWS.\pWe've got some uplifting news from\nthe BATTLE FRONTIER.$,Greetings!\nIt's time for POKéMON NEWS.\pWe've got some uplifting news from\nthe BATTLE FRONTIER.$,สวัสดีครับ!\nได้เวลาข่าวโปเกมอน.\pวันนี้มีข่าวน่ายินดีจาก\nแบทเทิลฟรอนเทียร์.$,TRANSLATED
dlg_5d32efe0df113a2d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1664,gTVPokemonNewsBattleFrontierText01,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText01,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1664,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's SINGLE BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's SINGLE BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในซิงเกิลแบทเทิลรูมของ\lแบทเทิลทาวเวอร์.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_fb4ccfb13248c5a7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1671,gTVPokemonNewsBattleFrontierText02,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText02,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1671,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's DOUBLE BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's DOUBLE BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในดับเบิลแบทเทิลรูมของ\lแบทเทิลทาวเวอร์.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_7658778efb192448,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1678,gTVPokemonNewsBattleFrontierText03,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText03,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1678,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's MULTI BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's MULTI BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในมัลติแบทเทิลรูมของ\lแบทเทิลทาวเวอร์.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_91a41d34608e28f7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1685,gTVPokemonNewsBattleFrontierText04,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText04,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1685,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's LINK MULTI BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE TOWER's LINK MULTI BATTLE\lROOM challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในลิงก์มัลติแบทเทิลรูมของ\lแบทเทิลทาวเวอร์.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_b49a1ff44763d8c8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1692,gTVPokemonNewsBattleFrontierText05,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText05,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1692,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-championship-streak record\lcompeting in the BATTLE DOME's\lSINGLE BATTLE Tournaments.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-championship-streak record\lcompeting in the BATTLE DOME's\lSINGLE BATTLE Tournaments.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nคว้าแชมป์ต่อเนื่อง {STR_VAR_2} ครั้ง\lในซิงเกิลแบทเทิลทัวร์นาเมนต์\lของแบทเทิลโดม.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_59f16f7ed2c05347,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1699,gTVPokemonNewsBattleFrontierText06,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText06,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1699,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-championship-streak record\lcompeting in the BATTLE DOME's\lDOUBLE BATTLE Tournaments.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-championship-streak record\lcompeting in the BATTLE DOME's\lDOUBLE BATTLE Tournaments.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nคว้าแชมป์ต่อเนื่อง {STR_VAR_2} ครั้ง\lในดับเบิลแบทเทิลทัวร์นาเมนต์\lของแบทเทิลโดม.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_7cc56245491a6226,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1706,gTVPokemonNewsBattleFrontierText07,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText07,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1706,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE FACTORY's Battle\lSwap Single challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE FACTORY's Battle\lSwap Single challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในแบทเทิลสวอปซิงเกิล\lของแบทเทิลแฟกทอรี.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_a7002b3e387ceddc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1713,gTVPokemonNewsBattleFrontierText08,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText08,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1713,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE FACTORY's Battle\lSwap Double challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE FACTORY's Battle\lSwap Double challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในแบทเทิลสวอปดับเบิล\lของแบทเทิลแฟกทอรี.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_ff9f2146d91b6012,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1720,gTVPokemonNewsBattleFrontierText09,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText09,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1720,The TRAINER {STR_VAR_1} set a new\nrecord of clearing {STR_VAR_2} rooms\lwhile on the BATTLE PIKE's Battle\lChoice challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\nrecord of clearing {STR_VAR_2} rooms\lwhile on the BATTLE PIKE's Battle\lChoice challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nผ่านห้องได้ถึง {STR_VAR_2} ห้อง\lในแบทเทิลชอยซ์\lของแบทเทิลไพค์.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_b0ccdfebc08d5531,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1727,gTVPokemonNewsBattleFrontierText10,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText10,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1727,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while\lcompeting in the BATTLE ARENA's\lSet KO Tournaments.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while\lcompeting in the BATTLE ARENA's\lSet KO Tournaments.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในเซ็ต KO ทัวร์นาเมนต์\lของแบทเทิลอารีนา.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_84d4a3d1cd174985,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1734,gTVPokemonNewsBattleFrontierText11,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText11,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1734,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE PALACE's SINGLE BATTLE\lHALL challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE PALACE's SINGLE BATTLE\lHALL challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในซิงเกิลแบทเทิลฮอลล์\lของแบทเทิลพาเลซ.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_5deeaf17bc6d8c10,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1741,gTVPokemonNewsBattleFrontierText12,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText12,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1741,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE PALACE's DOUBLE BATTLE\lHALL challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\n{STR_VAR_2}-win-streak record while on\lthe BATTLE PALACE's DOUBLE BATTLE\lHALL challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nชนะติดต่อกัน {STR_VAR_2} ครั้ง\lในดับเบิลแบทเทิลฮอลล์\lของแบทเทิลพาเลซ.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_23f5d1199fc2cd68,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1748,gTVPokemonNewsBattleFrontierText13,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText13,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1748,The TRAINER {STR_VAR_1} set a new\nrecord of clearing {STR_VAR_2} floors\lwhile on the BATTLE PYRAMID's\lBattle Quest challenge.\pHere's to {STR_VAR_1}!$,The TRAINER {STR_VAR_1} set a new\nrecord of clearing {STR_VAR_2} floors\lwhile on the BATTLE PYRAMID's\lBattle Quest challenge.\pHere's to {STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} ทำสถิติใหม่\nผ่านได้ถึง {STR_VAR_2} ชั้น\lในแบทเทิลเควสต์\lของแบทเทิลพีระมิด.\pยินดีกับ {STR_VAR_1}!$,TRANSLATED
dlg_99bcbc37e628cfb7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1755,gTVPokemonNewsBattleFrontierText14,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText14,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1755,"And to the three POKéMON, {STR_VAR_1},\n{STR_VAR_2}, and {STR_VAR_3}!\pCongratulations for your\nrecord-breaking performance!$","And to the three POKéMON, {STR_VAR_1},\n{STR_VAR_2}, and {STR_VAR_3}!\pCongratulations for your\nrecord-breaking performance!$","และโปเกมอนทั้งสาม {STR_VAR_1},\n{STR_VAR_2} และ {STR_VAR_3}!\pขอแสดงความยินดีกับ\nผลงานที่ทำลายสถิติ!$",TRANSLATED
dlg_d3d7392f177868c9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1761,gTVPokemonNewsBattleFrontierText15,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText15,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1761,"And to the two POKéMON, {STR_VAR_1}\nand {STR_VAR_2}!\pCongratulations for your\nrecord-breaking performance!$","And to the two POKéMON, {STR_VAR_1}\nand {STR_VAR_2}!\pCongratulations for your\nrecord-breaking performance!$",และโปเกมอนทั้งสอง {STR_VAR_1}\nกับ {STR_VAR_2}!\pขอแสดงความยินดีกับ\nผลงานที่ทำลายสถิติ!$,TRANSLATED
dlg_2530466b0e630383,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1767,gTVPokemonNewsBattleFrontierText16,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText16,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1767,And to the four POKéMON: {STR_VAR_1}!\p{STR_VAR_2}!\p{STR_VAR_3}!$,And to the four POKéMON: {STR_VAR_1}!\p{STR_VAR_2}!\p{STR_VAR_3}!$,และโปเกมอนทั้งสี่: {STR_VAR_1}!\p{STR_VAR_2}!\p{STR_VAR_3}!$,TRANSLATED
dlg_892b9aff41ebbc36,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1772,gTVPokemonNewsBattleFrontierText17,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText17,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1772,And {STR_VAR_1}!\pCongratulations for your\nrecord-breaking performance!$,And {STR_VAR_1}!\pCongratulations for your\nrecord-breaking performance!$,และ {STR_VAR_1}!\pขอแสดงความยินดีกับ\nผลงานที่ทำลายสถิติ!$,TRANSLATED
dlg_70eb6c67905fa452,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1777,gTVPokemonNewsBattleFrontierText18,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonNewsBattleFrontierText18,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1777,Let's hope for more record-setting\nfeats from {STR_VAR_1} and the loyal\lPOKéMON!\pThat's the news on POKéMON NEWS!$,Let's hope for more record-setting\nfeats from {STR_VAR_1} and the loyal\lPOKéMON!\pThat's the news on POKéMON NEWS!$,หวังว่าจะมีสถิติใหม่ ๆ\nจาก {STR_VAR_1} กับโปเกมอนคู่ใจ!\l\pจบข่าวโปเกมอนเพียงเท่านี้!$,TRANSLATED
dlg_9a2996e1bf5c598a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,1990,TVSecretBaseSecrets_Text_BattledWon,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_BattledWon,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,1990,The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pIt's the visitor!\nThe visitor won an away match!\pThe visitor is doing\na victory dance!$,The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pIt's the visitor!\nThe visitor won an away match!\pThe visitor is doing\na victory dance!$,ผู้มาเยือนกำลังคุยกับ\n{STR_VAR_1}!\pดูเหมือนว่าจะ\nต่อสู้กันแล้ว!\pและ…\pผู้มาเยือนชนะ!\nคว้าชัยนอกบ้านได้สำเร็จ!\pผู้มาเยือนกำลัง\nเต้นฉลองชัย!$,TRANSLATED
dlg_10b6e528c8475ecd,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2001,TVSecretBaseSecrets_Text_BattledLost,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_BattledLost,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2001,The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pIt's {STR_VAR_1}!\nThe visitor has lost!\pThe visitor looks dejected!$,The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pIt's {STR_VAR_1}!\nThe visitor has lost!\pThe visitor looks dejected!$,ผู้มาเยือนกำลังคุยกับ\n{STR_VAR_1}!\pดูเหมือนว่าจะ\nต่อสู้กันแล้ว!\pและ…\pเป็น {STR_VAR_1}!\nผู้มาเยือนแพ้แล้ว!\pผู้มาเยือนดูหงอยไปเลย!$,TRANSLATED
