id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,stable_target_key,battle_hold_group,canonical_decision,decision_reason,evidence_source
dlg_ab09880fe0fc8141,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_Gym/scripts.inc,481,MossdeepCity_Gym_Text_SylviaPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_Gym/scripts.inc::MossdeepCity_Gym_Text_SylviaPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_8536d0525fae93e4,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_Gym/scripts.inc,495,MossdeepCity_Gym_Text_NatePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_Gym/scripts.inc::MossdeepCity_Gym_Text_NatePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_2698310c53fc0ea4,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_Gym/scripts.inc,506,MossdeepCity_Gym_Text_KathleenPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_Gym/scripts.inc::MossdeepCity_Gym_Text_KathleenPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_46b30eb1fc864bdf,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_Gym/scripts.inc,518,MossdeepCity_Gym_Text_CliffordPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_Gym/scripts.inc::MossdeepCity_Gym_Text_CliffordPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_0fe6fa1a64e8ac0d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_Gym/scripts.inc,530,MossdeepCity_Gym_Text_MaceyPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_Gym/scripts.inc::MossdeepCity_Gym_Text_MaceyPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_40e642dadfbe0199,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_Gym/scripts.inc,543,MossdeepCity_Gym_Text_NicholasPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_Gym/scripts.inc::MossdeepCity_Gym_Text_NicholasPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_a136eaed17b5be73,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,370,MossdeepCity_SpaceCenter_1F_Text_Grunt3PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc::MossdeepCity_SpaceCenter_1F_Text_Grunt3PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_5d492e0825410607,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,382,MossdeepCity_SpaceCenter_1F_Text_Grunt1PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc::MossdeepCity_SpaceCenter_1F_Text_Grunt1PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_b7ab6d6624b79d0f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,395,MossdeepCity_SpaceCenter_1F_Text_Grunt4PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc::MossdeepCity_SpaceCenter_1F_Text_Grunt4PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_f20ead877ce6cc3e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,408,MossdeepCity_SpaceCenter_1F_Text_Grunt2PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc::MossdeepCity_SpaceCenter_1F_Text_Grunt2PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_adbbf23187425efb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,418,MossdeepCity_SpaceCenter_2F_Text_Grunt6PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc::MossdeepCity_SpaceCenter_2F_Text_Grunt6PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_bb02cd3eafe03230,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,422,MossdeepCity_SpaceCenter_2F_Text_Grunt7PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc::MossdeepCity_SpaceCenter_2F_Text_Grunt7PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_b74f072b8de45f04,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,426,MossdeepCity_SpaceCenter_2F_Text_Grunt5PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc::MossdeepCity_SpaceCenter_2F_Text_Grunt5PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_d72c72eebbcdc251,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,457,MossdeepCity_SpaceCenter_2F_Text_StevenAreYouReadyToBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc::MossdeepCity_SpaceCenter_2F_Text_StevenAreYouReadyToBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_991d95fec7b42203,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_2F/scripts.inc,62,MtPyre_2F_Text_MarkPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_2F/scripts.inc::MtPyre_2F_Text_MarkPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_a8847d4ad97e0a90,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_2F/scripts.inc,76,MtPyre_2F_Text_LukePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_2F/scripts.inc::MtPyre_2F_Text_LukePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_4b47749db3f92e88,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_2F/scripts.inc,98,MtPyre_2F_Text_DezPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_2F/scripts.inc::MtPyre_2F_Text_DezPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_ad7ca25840923063,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_2F/scripts.inc,116,MtPyre_2F_Text_LeahPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_2F/scripts.inc::MtPyre_2F_Text_LeahPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_cd11e30b5a0da5bb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_2F/scripts.inc,130,MtPyre_2F_Text_ZanderPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_2F/scripts.inc::MtPyre_2F_Text_ZanderPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_63883326f2168622,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_3F/scripts.inc,43,MtPyre_3F_Text_WilliamPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_3F/scripts.inc::MtPyre_3F_Text_WilliamPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_359c616202ecf817,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_3F/scripts.inc,55,MtPyre_3F_Text_KaylaPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_3F/scripts.inc::MtPyre_3F_Text_KaylaPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_f04bcee003acb011,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_3F/scripts.inc,69,MtPyre_3F_Text_GabriellePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_3F/scripts.inc::MtPyre_3F_Text_GabriellePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_0e9f358a2cb25c75,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_4F/scripts.inc,18,MtPyre_5F_Text_AtsushiPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_4F/scripts.inc::MtPyre_5F_Text_AtsushiPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_86c19a189d638c56,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_5F/scripts.inc,19,MtPyre_4F_Text_TashaPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_5F/scripts.inc::MtPyre_4F_Text_TashaPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_16c0d9887a2650c3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_6F/scripts.inc,36,MtPyre_6F_Text_ValeriePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_6F/scripts.inc::MtPyre_6F_Text_ValeriePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_7b6b2d05e1d2d0a8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_6F/scripts.inc,64,MtPyre_6F_Text_CedricPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_6F/scripts.inc::MtPyre_6F_Text_CedricPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_0b9d6ca9a0ab9d52,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_Summit/scripts.inc,432,MtPyre_Summit_Text_Grunt1PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_Summit/scripts.inc::MtPyre_Summit_Text_Grunt1PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_85b82c8a10a866db,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_Summit/scripts.inc,448,MtPyre_Summit_Text_Grunt2PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_Summit/scripts.inc::MtPyre_Summit_Text_Grunt2PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_77ba4ca3f75e5d22,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_Summit/scripts.inc,462,MtPyre_Summit_Text_Grunt3PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_Summit/scripts.inc::MtPyre_Summit_Text_Grunt3PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_e9386fb3b3e694ad,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/MtPyre_Summit/scripts.inc,479,MtPyre_Summit_Text_Grunt4PostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/MtPyre_Summit/scripts.inc::MtPyre_Summit_Text_Grunt4PostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_cb74efeccfb9be74,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/PetalburgCity_Gym/scripts.inc,1358,PetalburgCity_Gym_Text_RandallPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_RandallPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_90760a2f98a58a35,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/PetalburgCity_Gym/scripts.inc,1381,PetalburgCity_Gym_Text_ParkerPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_ParkerPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_fe8a5d66eff3bb33,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/PetalburgCity_Gym/scripts.inc,1401,PetalburgCity_Gym_Text_GeorgePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_GeorgePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_666cd4b17845f5ee,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/PetalburgCity_Gym/scripts.inc,1424,PetalburgCity_Gym_Text_BerkePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_BerkePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_3e6a0aa56d6f77a6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/PetalburgCity_Gym/scripts.inc,1446,PetalburgCity_Gym_Text_MaryPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_MaryPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_1afbd8fd97b08136,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/PetalburgCity_Gym/scripts.inc,1467,PetalburgCity_Gym_Text_AlexiaPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_AlexiaPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_e9b6a9a3f3a5025f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/PetalburgCity_Gym/scripts.inc,1489,PetalburgCity_Gym_Text_JodyPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_JodyPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_923bd4eb9810a58b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/Route104/scripts.inc,1094,Route104_Text_MayMinesDecentLetsBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/Route104/scripts.inc::Route104_Text_MayMinesDecentLetsBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_9cf227ca380f7aa5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/Route104/scripts.inc,1105,Route104_Text_MayLetsBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/Route104/scripts.inc::Route104_Text_MayLetsBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_b39c52e40bb1c9d1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/Route104/scripts.inc,1117,Route104_Text_MayPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/Route104/scripts.inc::Route104_Text_MayPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_b2ef1c4eb601962f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/Route104/scripts.inc,1140,Route104_Text_BrendanDoingGreatLetsBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/Route104/scripts.inc::Route104_Text_BrendanDoingGreatLetsBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_2cab05c2ff63f5c5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/Route104/scripts.inc,1149,Route104_Text_BrendanLetsBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/Route104/scripts.inc::Route104_Text_BrendanLetsBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_148c9c27c63e48c6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/Route104/scripts.inc,1161,Route104_Text_BrendanPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/Route104/scripts.inc::Route104_Text_BrendanPostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
dlg_450027b7125536b5,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/Route109_SeashoreHouse/scripts.inc,149,Route109_SeashoreHouse_Text_DwaynePostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/maps/Route109_SeashoreHouse/scripts.inc::Route109_SeashoreHouse_Text_DwaynePostBattle,G,COVERED_ALREADY,Existing translated/closed tracker evidence,tools/thai/translation/phaseF/batches/phaseF-selected-hold-groups1-4-final-reconcile.csv
