ui_key,symbol,ui_area,usage_file,usage_line,function_or_scope,context_kind,font_direct,alignment_direct,window_and_position_status,source_context,usage_status
global:gText_MenuRetire,gText_MenuRetire,START_SAVE,src/start_menu.c,192,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_RETIRE_SAFARI]   = {gText_MenuRetire,  {.u8_void = StartMenuSafariZoneRetireCallback}},",active_reference
global:gText_MenuRetire,gText_MenuRetire,START_SAVE,src/start_menu.c,195,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_RETIRE_FRONTIER] = {gText_MenuRetire,  {.u8_void = StartMenuBattlePyramidRetireCallback}},",active_reference
global:gText_MenuSave,gText_MenuSave,START_SAVE,src/start_menu.c,189,GLOBAL,menu_action_or_table,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENU_ACTION_SAVE]            = {gText_MenuSave,    {.u8_void = StartMenuSaveCallback}},",active_reference
global:gText_MoveOkBack,gText_MoveOkBack,MAIN_MENU,src/naming_screen.c,2003,PrintControls,direct_text_printer,FONT_SMALL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized3(sNamingScreen->windows[WIN_BANNER], FONT_SMALL, 2, 1, color, 0, gText_MoveOkBack);",active_reference
global:gText_MysteryEventsCantUse,gText_MysteryEventsCantUse,MAIN_MENU,src/main_menu.c,1137,Task_DisplayMainMenuInvalidActionError,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,CreateMainMenuErrorWindow(gText_MysteryEventsCantUse);,active_reference
global:gText_MysteryGiftCantUse,gText_MysteryGiftCantUse,MAIN_MENU,src/main_menu.c,1134,Task_DisplayMainMenuInvalidActionError,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,CreateMainMenuErrorWindow(gText_MysteryGiftCantUse);,active_reference
global:gText_NamingScreenKeyboard_ABCDEF,gText_NamingScreenKeyboard_ABCDEF,MAIN_MENU,src/naming_screen.c,2544,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_NamingScreenKeyboard_ABCDEF,",active_reference
global:gText_NamingScreenKeyboard_GHIJKL,gText_NamingScreenKeyboard_GHIJKL,MAIN_MENU,src/naming_screen.c,2545,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_NamingScreenKeyboard_GHIJKL,",active_reference
global:gText_NamingScreenKeyboard_MNOPQRS,gText_NamingScreenKeyboard_MNOPQRS,MAIN_MENU,src/naming_screen.c,2546,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_NamingScreenKeyboard_MNOPQRS,",active_reference
global:gText_NamingScreenKeyboard_TUVWXYZ,gText_NamingScreenKeyboard_TUVWXYZ,MAIN_MENU,src/naming_screen.c,2547,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,gText_NamingScreenKeyboard_TUVWXYZ,active_reference
global:gText_NamingScreenKeyboard_abcdef,gText_NamingScreenKeyboard_abcdef,MAIN_MENU,src/naming_screen.c,2537,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_NamingScreenKeyboard_abcdef,",active_reference
global:gText_NamingScreenKeyboard_ghijkl,gText_NamingScreenKeyboard_ghijkl,MAIN_MENU,src/naming_screen.c,2538,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_NamingScreenKeyboard_ghijkl,",active_reference
global:gText_NamingScreenKeyboard_mnopqrs,gText_NamingScreenKeyboard_mnopqrs,MAIN_MENU,src/naming_screen.c,2539,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_NamingScreenKeyboard_mnopqrs,",active_reference
global:gText_NamingScreenKeyboard_tuvwxyz,gText_NamingScreenKeyboard_tuvwxyz,MAIN_MENU,src/naming_screen.c,2540,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,gText_NamingScreenKeyboard_tuvwxyz,active_reference
global:gText_Option,gText_Option,OPTION_MENU,src/option_menu.c,621,DrawHeaderText,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized(WIN_HEADER, FONT_NORMAL, gText_Option, 8, 1, TEXT_SKIP_DRAW, NULL);",active_reference
global:gText_OptionMenuCancel,gText_OptionMenuCancel,OPTION_MENU,src/option_menu.c,87,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENUITEM_CANCEL]      = gText_OptionMenuCancel,",active_reference
global:gText_Peak,gText_Peak,START_SAVE,src/start_menu.c,159,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,gText_Peak,active_reference
global:gText_PkmnTransferredLanettesPC,gText_PkmnTransferredLanettesPC,MAIN_MENU,src/naming_screen.c,193,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_PkmnTransferredLanettesPC,",active_reference
global:gText_PkmnTransferredLanettesPCBoxFull,gText_PkmnTransferredLanettesPCBoxFull,MAIN_MENU,src/naming_screen.c,195,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,gText_PkmnTransferredLanettesPCBoxFull,active_reference
global:gText_PkmnTransferredSomeonesPC,gText_PkmnTransferredSomeonesPC,MAIN_MENU,src/naming_screen.c,192,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_PkmnTransferredSomeonesPC,",active_reference
global:gText_PkmnTransferredSomeonesPCBoxFull,gText_PkmnTransferredSomeonesPCBoxFull,MAIN_MENU,src/naming_screen.c,194,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_PkmnTransferredSomeonesPCBoxFull,",active_reference
global:gText_PkmnsNickname,gText_PkmnsNickname,MAIN_MENU,src/naming_screen.c,2117,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,".title = gText_PkmnsNickname,",active_reference
global:gText_PlayerSavedGame,gText_PlayerSavedGame,START_SAVE,src/start_menu.c,1104,SaveDoSaveCallback,message_window,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"ShowSaveMessage(gText_PlayerSavedGame, SaveSuccessCallback);",active_reference
global:gText_SafariBallStock,gText_SafariBallStock,START_SAVE,src/start_menu.c,414,ShowSafariBallsWindow,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_SafariBallStock);",active_reference
global:gText_SaveError,gText_SaveError,START_SAVE,src/start_menu.c,1106,SaveDoSaveCallback,message_window,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"ShowSaveMessage(gText_SaveError, SaveErrorCallback);",active_reference
global:gText_SaveFileCorrupted,gText_SaveFileCorrupted,MAIN_MENU,src/main_menu.c,655,Task_MainMenuCheckSaveFile,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,CreateMainMenuErrorWindow(gText_SaveFileCorrupted);,active_reference
global:gText_SaveFileErased,gText_SaveFileErased,MAIN_MENU,src/main_menu.c,650,Task_MainMenuCheckSaveFile,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,CreateMainMenuErrorWindow(gText_SaveFileErased);,active_reference
global:gText_SavingBadges,gText_SavingBadges,START_SAVE,src/start_menu.c,1370,ShowSaveInfoWindow,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized(sSaveInfoWindowId, FONT_NORMAL, gText_SavingBadges, 0, yOffset, TEXT_SKIP_DRAW, NULL);",active_reference
global:gText_SavingDontTurnOff,gText_SavingDontTurnOff,START_SAVE,src/start_menu.c,1082,SaveSavingMessageCallback,message_window,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"ShowSaveMessage(gText_SavingDontTurnOff, SaveDoSaveCallback);",active_reference
global:gText_SavingDontTurnOffPower,gText_SavingDontTurnOffPower,START_SAVE,src/start_menu.c,1268,Task_SaveAfterLinkBattle,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"gText_SavingDontTurnOffPower,",active_reference
global:gText_SavingPlayer,gText_SavingPlayer,START_SAVE,src/start_menu.c,1363,ShowSaveInfoWindow,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized(sSaveInfoWindowId, FONT_NORMAL, gText_SavingPlayer, 0, yOffset, TEXT_SKIP_DRAW, NULL);",active_reference
global:gText_SavingPokedex,gText_SavingPokedex,START_SAVE,src/start_menu.c,1379,ShowSaveInfoWindow,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized(sSaveInfoWindowId, FONT_NORMAL, gText_SavingPokedex, 0, yOffset, TEXT_SKIP_DRAW, NULL);",active_reference
global:gText_SavingTime,gText_SavingTime,START_SAVE,src/start_menu.c,1387,ShowSaveInfoWindow,direct_text_printer,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"AddTextPrinterParameterized(sSaveInfoWindowId, FONT_NORMAL, gText_SavingTime, 0, yOffset, TEXT_SKIP_DRAW, NULL);",active_reference
global:gText_Sound,gText_Sound,OPTION_MENU,src/option_menu.c,84,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENUITEM_SOUND]       = gText_Sound,",active_reference
global:gText_SoundMono,gText_SoundMono,OPTION_MENU,src/option_menu.c,510,Sound_DrawChoices,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_SoundMono, 104, YPOS_SOUND, styles[0]);",active_reference
global:gText_SoundStereo,gText_SoundStereo,OPTION_MENU,src/option_menu.c,511,Sound_DrawChoices,right_aligned,FONT_NORMAL,right,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_SoundStereo, GetStringRightAlignXOffset(FONT_NORMAL, gText_SoundStereo, 198), YPOS_SOUND, styles[1]);",active_reference
global:gText_SoundStereo,gText_SoundStereo,OPTION_MENU,src/option_menu.c,511,Sound_DrawChoices,right_aligned,FONT_NORMAL,right,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_SoundStereo, GetStringRightAlignXOffset(FONT_NORMAL, gText_SoundStereo, 198), YPOS_SOUND, styles[1]);",active_reference
global:gText_TellHimTheWords,gText_TellHimTheWords,MAIN_MENU,src/naming_screen.c,2128,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,".title = gText_TellHimTheWords,",active_reference
global:gText_TextSpeed,gText_TextSpeed,OPTION_MENU,src/option_menu.c,81,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"[MENUITEM_TEXTSPEED]   = gText_TextSpeed,",active_reference
global:gText_TextSpeedFast,gText_TextSpeedFast,OPTION_MENU,src/option_menu.c,435,TextSpeed_DrawChoices,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"widthFast = GetStringWidth(FONT_NORMAL, gText_TextSpeedFast, 0);",active_reference
global:gText_TextSpeedFast,gText_TextSpeedFast,OPTION_MENU,src/option_menu.c,441,TextSpeed_DrawChoices,right_aligned,FONT_NORMAL,right,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_TextSpeedFast, GetStringRightAlignXOffset(FONT_NORMAL, gText_TextSpeedFast, 198), YPOS_TEXTSPEED, styles[2]);",active_reference
global:gText_TextSpeedFast,gText_TextSpeedFast,OPTION_MENU,src/option_menu.c,441,TextSpeed_DrawChoices,right_aligned,FONT_NORMAL,right,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_TextSpeedFast, GetStringRightAlignXOffset(FONT_NORMAL, gText_TextSpeedFast, 198), YPOS_TEXTSPEED, styles[2]);",active_reference
global:gText_TextSpeedMid,gText_TextSpeedMid,OPTION_MENU,src/option_menu.c,434,TextSpeed_DrawChoices,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"widthMid = GetStringWidth(FONT_NORMAL, gText_TextSpeedMid, 0);",active_reference
global:gText_TextSpeedMid,gText_TextSpeedMid,OPTION_MENU,src/option_menu.c,439,TextSpeed_DrawChoices,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_TextSpeedMid, xMid, YPOS_TEXTSPEED, styles[1]);",active_reference
global:gText_TextSpeedSlow,gText_TextSpeedSlow,OPTION_MENU,src/option_menu.c,431,TextSpeed_DrawChoices,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"DrawOptionMenuChoice(gText_TextSpeedSlow, 104, YPOS_TEXTSPEED, styles[0]);",active_reference
global:gText_TextSpeedSlow,gText_TextSpeedSlow,OPTION_MENU,src/option_menu.c,433,TextSpeed_DrawChoices,symbol_reference,FONT_NORMAL,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"widthSlow = GetStringWidth(FONT_NORMAL, gText_TextSpeedSlow, 0);",active_reference
global:gText_ThisIsAPokemon,gText_ThisIsAPokemon,MAIN_MENU,src/main_menu.c,1350,Task_NewGameBirchSpeech_ThisIsAPokemon,placeholder_expansion,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,"StringExpandPlaceholders(gStringVar4, gText_ThisIsAPokemon);",active_reference
global:gText_WirelessNotConnected,gText_WirelessNotConnected,MAIN_MENU,src/main_menu.c,1131,Task_DisplayMainMenuInvalidActionError,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,CreateMainMenuErrorWindow(gText_WirelessNotConnected);,active_reference
global:gText_YourName,gText_YourName,MAIN_MENU,src/naming_screen.c,2095,GLOBAL,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,".title = gText_YourName,",active_reference
local:src/naming_screen.c:sText_AlphabetUpperLower,sText_AlphabetUpperLower,MAIN_MENU,src/naming_screen.c,2053,IsWideLetter,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,for (i = 0; sText_AlphabetUpperLower[i] != EOS; i++),active_reference
local:src/naming_screen.c:sText_AlphabetUpperLower,sText_AlphabetUpperLower,MAIN_MENU,src/naming_screen.c,2055,IsWideLetter,symbol_reference,,left_or_dynamic,direct_line_only_pending_call_flow_mapping,if (character == sText_AlphabetUpperLower[i]),active_reference
