id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes
dlg_eab7a56b0df38c8b,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,595,MtChimney_Text_Grunt2Intro,"We of TEAM MAGMA are working hard for\neveryone's sake.\pLike, if that thing's power made more\nland, there'd be more places to live.\pEveryone'd be happy!$","We of TEAM MAGMA are working hard for
everyone's sake.
[PAGE]
Like, if that thing's power made more
land, there'd be more places to live.
[PAGE]
Everyone'd be happy!",,untranslated,\n | \p | \n | \p,,,Map path or label explicitly identifies progression.
dlg_80334d6a55280f73,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,602,MtChimney_Text_Grunt2Defeat,Hunh?\nWhat do you mean I lost?$,"Hunh?
What do you mean I lost?",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_37631e945edafd2c,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,606,MtChimney_Text_Grunt2PostBattle,"Our BOSS says, “It will make everyone\nhappy.”\pBut why does everyone keep getting\nin our way?$","Our BOSS says, “It will make everyone
happy.”
[PAGE]
But why does everyone keep getting
in our way?",,untranslated,\n | \p | \n,,,Map path or label explicitly identifies progression.
dlg_4643adc5b0ab932b,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,612,MtChimney_Text_Grunt1Intro,"If there were more land, I'd be able\nto get a big house of my own!\pI'm going to build it on hardened lava!$","If there were more land, I'd be able
to get a big house of my own!
[PAGE]
I'm going to build it on hardened lava!",,untranslated,\n | \p,,,Map path or label explicitly identifies progression.
dlg_49c6872b2652a838,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,617,MtChimney_Text_Grunt1Defeat,My dream of a big house…$,My dream of a big house…,,untranslated,,,,Map path or label explicitly identifies progression.
dlg_9083552880db8ac5,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,620,MtChimney_Text_Grunt1PostBattle,"A kid like you, you ought to be\nsplashing about in the waves!$","A kid like you, you ought to be
splashing about in the waves!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_986824b3b8a6bccb,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,624,MtChimney_Text_TeamAquaAlwaysMessingWithPlans,That annoying TEAM AQUA…\nThey always mess with our plans!$,"That annoying TEAM AQUA…
They always mess with our plans!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_a860538684a68d8c,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,628,MtChimney_Text_MeteoritesPackAmazingPower,METEORITES pack amazing power!$,METEORITES pack amazing power!,,untranslated,,,,Map path or label explicitly identifies progression.
dlg_ce55fa82c8f7da4e,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,631,MtChimney_Text_YouBetterNotMessWithUs,You'd better not mess with us!\pWe're trying to awaken that thing\nfor the benefit of everyone!$,"You'd better not mess with us!
[PAGE]
We're trying to awaken that thing
for the benefit of everyone!",,untranslated,\p | \n,,,Map path or label explicitly identifies progression.
dlg_d36666875ae0f66a,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,636,MtChimney_Text_AquasNameSimilar,We're TEAM MAGMA!\pThey're TEAM AQUA!\pIt totally annoys me that they'd\nuse a name like ours!$,"We're TEAM MAGMA!
[PAGE]
They're TEAM AQUA!
[PAGE]
It totally annoys me that they'd
use a name like ours!",,untranslated,\p | \p | \n,,,Map path or label explicitly identifies progression.
dlg_daa8da81d3b81e72,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,642,MtChimney_Text_DouseThemInFire,Yeah!\nDouse them in fire!$,"Yeah!
Douse them in fire!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_9e0eaa0c8ac628ef,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,646,MtChimney_Text_KeepMakingMoreLand,We're going to keep making more land!$,We're going to keep making more land!,,untranslated,,,,Map path or label explicitly identifies progression.
dlg_c0c2759005a49289,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,649,MtChimney_Text_Bufoh,Bufoh!$,Bufoh!,,untranslated,,,,Map path or label explicitly identifies progression.
dlg_3a084ac6783a9ce7,main_story,required_event,,MtChimney,MtChimney,Archie,data/maps/MtChimney/scripts.inc,652,MtChimney_Text_ArchieGoStopTeamMagma,"ARCHIE: Grr, {PLAYER}!\nI should've guessed you'd show up!\pSee for yourself what the fanatics\nof TEAM MAGMA are up to!\pThey're trying to inject the stolen\nMETEORITE's power into the volcano!\pDoing something like that will cause\nthe volcano's eruption!$","ARCHIE: Grr, {PLAYER}!
I should've guessed you'd show up!
[PAGE]
See for yourself what the fanatics
of TEAM MAGMA are up to!
[PAGE]
They're trying to inject the stolen
METEORITE's power into the volcano!
[PAGE]
Doing something like that will cause
the volcano's eruption!",,untranslated,{PLAYER} | \n | \p | \n | \p | \n | \p | \n,{PLAYER},,Map path or label explicitly identifies progression.
dlg_3e2b11896ebb1637,main_story,required_event,,MtChimney,MtChimney,Archie,data/maps/MtChimney/scripts.inc,662,MtChimney_Text_ArchieIHaveMyHandsFull,"ARCHIE: Grrr…\pI want to stop that MAXIE,\nbut I can't!\pNot when I have my hands full battling\nthree opponents at once!$","ARCHIE: Grrr…
[PAGE]
I want to stop that MAXIE,
but I can't!
[PAGE]
Not when I have my hands full battling
three opponents at once!",,untranslated,\p | \n | \p | \n,,,Map path or label explicitly identifies progression.
dlg_31d1999313c6eb44,main_story,required_event,,MtChimney,MtChimney,Archie,data/maps/MtChimney/scripts.inc,669,MtChimney_Text_ArchieThankYou,"ARCHIE: {PLAYER}!\nThank you!\pWith your help, we thwarted TEAM\nMAGMA's destructive plan!\pBut… You…\nWhose side are you on?\pAh, it doesn't matter.\pWe will remain vigilant and keep up\nour pursuit of TEAM MAGMA.\p{PLAYER}, we shall meet again!$","ARCHIE: {PLAYER}!
Thank you!
[PAGE]
With your help, we thwarted TEAM
MAGMA's destructive plan!
[PAGE]
But… You…
Whose side are you on?
[PAGE]
Ah, it doesn't matter.
[PAGE]
We will remain vigilant and keep up
our pursuit of TEAM MAGMA.
[PAGE]
{PLAYER}, we shall meet again!",,untranslated,{PLAYER} | \n | \p | \n | \p | \n | \p | \p | \n | \p | {PLAYER},{PLAYER} | {PLAYER},,Map path or label explicitly identifies progression.
dlg_1bd4e1960302c4b2,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,681,MtChimney_Text_MagmaOutnumbersUs,Darn… TEAM MAGMA outnumbers us!\nWe can't keep up with them!$,"Darn… TEAM MAGMA outnumbers us!
We can't keep up with them!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_ebe3ab981296a9df,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,685,MtChimney_Text_LessHabitatForWaterPokemon,"If they expand the land, there'll be\nless habitats for WATER POKéMON!$","If they expand the land, there'll be
less habitats for WATER POKéMON!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_0bf06ecb62921e4c,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,689,MtChimney_Text_MagmasNameSimilar,We're TEAM AQUA!\pThey're TEAM MAGMA!\pIt burns me up that they'd use such\na confusing name!$,"We're TEAM AQUA!
[PAGE]
They're TEAM MAGMA!
[PAGE]
It burns me up that they'd use such
a confusing name!",,untranslated,\p | \p | \n,,,Map path or label explicitly identifies progression.
dlg_5c5fe2d5915812e8,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,695,MtChimney_Text_Bushaa,Bushaa!$,Bushaa!,,untranslated,,,,Map path or label explicitly identifies progression.
dlg_671b8c077e245297,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,698,MtChimney_Text_LavaCookiesJust200,LAVA COOKIES are MT. CHIMNEY's local\nspecialty.\pTry one. It's just ¥200.$,"LAVA COOKIES are MT. CHIMNEY's local
specialty.
[PAGE]
Try one. It's just ¥200.",,untranslated,\n | \p,,,Map path or label explicitly identifies progression.
dlg_3a9e7dda4ca6ab00,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,703,MtChimney_Text_ThankYouDear,"Thank you, dear!$","Thank you, dear!",,untranslated,,,,Map path or label explicitly identifies progression.
dlg_03c9dc8d56b10234,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,706,MtChimney_Text_YouveNotGotTheMoney,"Oh, dear. You can't buy a thing if\nyou've not got the money.$","Oh, dear. You can't buy a thing if
you've not got the money.",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_fb4ad8291ca6ff0e,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,710,MtChimney_Text_OhFineThen,"Oh, fine then.$","Oh, fine then.",,untranslated,,,,Map path or label explicitly identifies progression.
dlg_1357e522aad938f9,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,713,MtChimney_Text_MeteoriteFittedOnMachine,A METEORITE is fitted on a mysterious\nmachine…\pThe machine seems to be storing\nenergy in the METEORITE.$,"A METEORITE is fitted on a mysterious
machine…
[PAGE]
The machine seems to be storing
energy in the METEORITE.",,untranslated,\n | \p | \n,,,Map path or label explicitly identifies progression.
dlg_7be0051cc759f947,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,719,MtChimney_Text_RemoveTheMeteorite,A METEORITE is fitted on a mysterious\nmachine…\pDo you want to remove the METEORITE?$,"A METEORITE is fitted on a mysterious
machine…
[PAGE]
Do you want to remove the METEORITE?",,untranslated,\n | \p,,,Map path or label explicitly identifies progression.
dlg_42c985b1510208be,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,724,MtChimney_Text_PlayerRemovedMeteorite,{PLAYER} removed the METEORITE from\nthe mysterious machine.$,"{PLAYER} removed the METEORITE from
the mysterious machine.",,untranslated,{PLAYER} | \n,{PLAYER},,Map path or label explicitly identifies progression.
dlg_525bad52ad5b4dac,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,728,MtChimney_Text_PlayerLeftMeteorite,{PLAYER} left the METEORITE where\nit was.$,"{PLAYER} left the METEORITE where
it was.",,untranslated,{PLAYER} | \n,{PLAYER},,Map path or label explicitly identifies progression.
dlg_554870797a5f0166,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,732,MtChimney_Text_MachineMakesNoResponse,This mysterious machine…\nIt makes no response whatsoever.$,"This mysterious machine…
It makes no response whatsoever.",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_de3225458f010395,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,736,MtChimney_Text_RouteSign,{DOWN_ARROW} JAGGED PATH\nLAVARIDGE TOWN AHEAD$,"{DOWN_ARROW} JAGGED PATH
LAVARIDGE TOWN AHEAD",,untranslated,{DOWN_ARROW} | \n,,,Map path or label explicitly identifies progression.
dlg_6602d5e9352f361f,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,740,MtChimney_Text_ShelbyIntro,I've been to the hot springs and\nrefreshed my tired bones.\lRight now I'm feeling strong!$,"I've been to the hot springs and
refreshed my tired bones.
Right now I'm feeling strong!",,untranslated,\n | \l,,,Map path or label explicitly identifies progression.
dlg_4c833b7e8b0f1052,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,745,MtChimney_Text_ShelbyDefeat,"Oh, my goodness.\nNow, aren't you something!$","Oh, my goodness.
Now, aren't you something!",,untranslated,\n,,dup_00547,Map path or label explicitly identifies progression.
dlg_5cb2b102ddef9731,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,749,MtChimney_Text_ShelbyPostBattle,"Well, well, I've lost. I can't call\nmyself an EXPERT now, can I?$","Well, well, I've lost. I can't call
myself an EXPERT now, can I?",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_ea4f8d5344dd4e95,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,753,MtChimney_Text_ShelbyRegister,"Thank you, child. It was fun, as if\nI were battling my own grandchild.\pPlease, come see me again for\na rematch.$","Thank you, child. It was fun, as if
I were battling my own grandchild.
[PAGE]
Please, come see me again for
a rematch.",,untranslated,\n | \p | \n,,,Map path or label explicitly identifies progression.
dlg_4d9f0c9f1519c9a0,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,759,MtChimney_Text_ShelbyRematchIntro,"If you can mesh your heart with those\nof your POKéMON, why, you should be\lable to achieve great things.$","If you can mesh your heart with those
of your POKéMON, why, you should be
able to achieve great things.",,untranslated,\n | \l,,,Map path or label explicitly identifies progression.
dlg_e84b07c7e08982ab,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,764,MtChimney_Text_ShelbyRematchDefeat,"Oh, my goodness.\nNow, aren't you something!$","Oh, my goodness.
Now, aren't you something!",,untranslated,\n,,dup_00547,Map path or label explicitly identifies progression.
dlg_d5335663f341f9d5,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,768,MtChimney_Text_ShelbyPostRematch,Perhaps your heart has become one\nwith the hearts of your POKéMON.$,"Perhaps your heart has become one
with the hearts of your POKéMON.",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_b4796cc7b0c88e45,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,772,MtChimney_Text_MelissaIntro,"I've got the fire in me, baby.\nI can't stand it! I have to battle!$","I've got the fire in me, baby.
I can't stand it! I have to battle!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_8acb911c596d697b,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,776,MtChimney_Text_MelissaDefeat,"Ooh, that was a scorching-hot match!$","Ooh, that was a scorching-hot match!",,untranslated,,,,Map path or label explicitly identifies progression.
dlg_04e32c2ed7d58eb7,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,779,MtChimney_Text_MelissaPostBattle,"The heat of MT. CHIMNEY warms\nme up, baby!$","The heat of MT. CHIMNEY warms
me up, baby!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_daccf8f2a49a4aa8,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,783,MtChimney_Text_SheilaIntro,I've finally made it to MT. CHIMNEY.\nI want to make my POKéMON battle!$,"I've finally made it to MT. CHIMNEY.
I want to make my POKéMON battle!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_c877085585a46eef,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,787,MtChimney_Text_SheilaDefeat,The way you battle…\nIt's like a MT. CHIMNEY eruption!$,"The way you battle…
It's like a MT. CHIMNEY eruption!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_3f84d4fb6ff19c9b,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,791,MtChimney_Text_SheilaPostBattle,"Like I said, I've finally made it to\nMT. CHIMNEY. It would be a shame if\lI only do a little sightseeing…\pI want to get in some battles and buy\nCOOKIES as souvenirs.$","Like I said, I've finally made it to
MT. CHIMNEY. It would be a shame if
I only do a little sightseeing…
[PAGE]
I want to get in some battles and buy
COOKIES as souvenirs.",,untranslated,\n | \l | \p | \n,,,Map path or label explicitly identifies progression.
dlg_d812ca0fbb1a7936,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,798,MtChimney_Text_ShirleyIntro,"Since I bathed in the hot springs,\nI've been feeling great!\lI'm sure I'm going to win!$","Since I bathed in the hot springs,
I've been feeling great!
I'm sure I'm going to win!",,untranslated,\n | \l,,,Map path or label explicitly identifies progression.
dlg_f0711698868fc168,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,803,MtChimney_Text_ShirleyDefeat,Yowch!\nI'm getting a chill out of the water.$,"Yowch!
I'm getting a chill out of the water.",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_51e2d3da1f7bfdb6,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,807,MtChimney_Text_ShirleyPostBattle,I'll have to take another dip in the\nhot springs. Want to join me?\pJust joking!$,"I'll have to take another dip in the
hot springs. Want to join me?
[PAGE]
Just joking!",,untranslated,\n | \p,,,Map path or label explicitly identifies progression.
dlg_cd7bf46f72e96a93,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,812,MtChimney_Text_SawyerIntro,This is one fine mountain! Plenty of\nhot people around for company!$,"This is one fine mountain! Plenty of
hot people around for company!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_8363de9efe8cc8ff,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,816,MtChimney_Text_SawyerDefeat,"Oh, you're a real firebrand, too!$","Oh, you're a real firebrand, too!",,untranslated,,,,Map path or label explicitly identifies progression.
dlg_17ebdcbdf1abaa9a,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,819,MtChimney_Text_SawyerPostBattle,I think I need a dip in LAVARIDGE\nHOT SPRING with the locals!$,"I think I need a dip in LAVARIDGE
HOT SPRING with the locals!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_7346074e0447b18c,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,823,MtChimney_Text_SawyerRegister,I like little fireballs like you.\nLet me register you in my POKéNAV.$,"I like little fireballs like you.
Let me register you in my POKéNAV.",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_eb942cdd3b08db03,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,827,MtChimney_Text_SawyerRematchIntro,I'm happily surrounded by hot people\naround these parts. I won't lose!$,"I'm happily surrounded by hot people
around these parts. I won't lose!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_ee14859bee3bebeb,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,831,MtChimney_Text_SawyerRematchDefeat,"Gosh, you're still the same\nfirebrand as before!$","Gosh, you're still the same
firebrand as before!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_7c8fa46c1923a6dd,main_story,required_event,,MtChimney,MtChimney,,data/maps/MtChimney/scripts.inc,835,MtChimney_Text_SawyerPostRematch,"Actually, it really is hot here.\nI'm overdressed for these parts.$","Actually, it really is hot here.
I'm overdressed for these parts.",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_7476af84e7c6e5d6,main_story,required_event,,MtChimney_CableCarStation,MtChimney CableCarStation,,data/maps/MtChimney_CableCarStation/scripts.inc,84,MtChimney_CableCarStation_Text_CableCarReadyGetOn,The CABLE CAR is ready to go down.\nWould you like to be on it?$,"The CABLE CAR is ready to go down.
Would you like to be on it?",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_e42d1c0db427842d,main_story,required_event,,MtChimney_CableCarStation,MtChimney CableCarStation,,data/maps/MtChimney_CableCarStation/scripts.inc,88,MtChimney_CableCarStation_Text_StepThisWay,Please step this way.$,Please step this way.,,untranslated,,,dup_00609,Map path or label explicitly identifies progression.
dlg_61912d9164ce549c,main_story,required_event,,MtChimney_CableCarStation,MtChimney CableCarStation,,data/maps/MtChimney_CableCarStation/scripts.inc,91,MtChimney_CableCarStation_Text_RideAnotherTime,Please ride with us another time.$,Please ride with us another time.,,untranslated,,,dup_00607,Map path or label explicitly identifies progression.
dlg_c4cce4dd46dea55a,main_story,required_event,,PacifidlogTown,PacifidlogTown,,data/maps/PacifidlogTown/scripts.inc,40,PacifidlogTown_Text_SkyPillarTooScary,"The SKY PILLAR?\p…Oh, you must mean that tall, tall\ntower a little further out.\pIf you asked me, I wouldn't climb it.\nIt's too scary to get up that high.\pLife at sea level in PACIFIDLOG,\nthat suits me fine.$","The SKY PILLAR?
[PAGE]
…Oh, you must mean that tall, tall
tower a little further out.
[PAGE]
If you asked me, I wouldn't climb it.
It's too scary to get up that high.
[PAGE]
Life at sea level in PACIFIDLOG,
that suits me fine.",,untranslated,\p | \n | \p | \n | \p | \n,,,Map path or label explicitly identifies progression.
dlg_37eca4879919da3d,main_story,required_event,,PetalburgCity_Gym,PetalburgCity Gym,,data/maps/PetalburgCity_Gym/scripts.inc,1539,PetalburgCity_Gym_Text_EnterGymLeadersRoom,“GYM LEADER'S ROOM\p“See for yourself what POKéMON await\nyou!” the sign says.\pDo you want to go through?$,"“GYM LEADER'S ROOM
[PAGE]
“See for yourself what POKéMON await
you!” the sign says.
[PAGE]
Do you want to go through?",,untranslated,\p | \n | \p,,,Map path or label explicitly identifies progression.
dlg_3f86ce75f3c4dfcd,main_story,required_event,,PetalburgCity_House2,PetalburgCity House2,Norman,data/maps/PetalburgCity_House2/scripts.inc,11,PetalburgCity_House2_Text_NormanBecameGymLeader,NORMAN became our town's new\nGYM LEADER.\pI think he called his family over from\nsomewhere far away.$,"NORMAN became our town's new
GYM LEADER.
[PAGE]
I think he called his family over from
somewhere far away.",,untranslated,\n | \p | \n,,,Map path or label explicitly identifies progression.
dlg_336e8108b12b0684,main_story,required_event,,PetalburgWoods,PetalburgWoods,,data/maps/PetalburgWoods/scripts.inc,341,PetalburgWoods_Text_NoOneCrossesTeamAqua,"Hunh? What do you think you're doing?\nWhat, you're going to protect him?\pNo one who crosses TEAM AQUA\ngets any mercy, not even a kid!\pCome on and battle me!$","Hunh? What do you think you're doing?
What, you're going to protect him?
[PAGE]
No one who crosses TEAM AQUA
gets any mercy, not even a kid!
[PAGE]
Come on and battle me!",,untranslated,\n | \p | \n | \p,,,Map path or label explicitly identifies progression.
dlg_0a3cb3b6b3608ab9,main_story,required_event,,PetalburgWoods,PetalburgWoods,,data/maps/PetalburgWoods/scripts.inc,369,PetalburgWoods_Text_TeamAquaAfterSomethingInRustboro,"Didn't that TEAM AQUA thug say\nthey were after something in\lRUSTBORO, too?$","Didn't that TEAM AQUA thug say
they were after something in
RUSTBORO, too?",,untranslated,\n | \l,,,Map path or label explicitly identifies progression.
dlg_8b0efa97a96d7d5f,main_story,required_event,,Route112,Route112,,data/maps/Route112/scripts.inc,129,Route112_Text_MtChimneyCableCarSign,MT. CHIMNEY CABLE CAR\n“A short walk {UP_ARROW} way!”$,"MT. CHIMNEY CABLE CAR
“A short walk {UP_ARROW} way!”",,untranslated,\n | {UP_ARROW},,,Map path or label explicitly identifies progression.
dlg_7d3d6b9bc5613a10,main_story,required_event,,Route112,Route112,,data/maps/Route112/scripts.inc,133,Route112_Text_MtChimneySign,"MT. CHIMNEY\p“For LAVARIDGE TOWN or the summit,\nplease take the CABLE CAR.”$","MT. CHIMNEY
[PAGE]
“For LAVARIDGE TOWN or the summit,
please take the CABLE CAR.”",,untranslated,\p | \n,,,Map path or label explicitly identifies progression.
dlg_9c569fa2dbb39f53,main_story,required_event,,Route119,Route119,,data/maps/Route119/scripts.inc,565,Route119_Text_StayAwayFromWeatherInstitute,"We're standing lookout here.\pHey, you! Stay away from the WEATHER\nINSTITUTE. It's not safe.$","We're standing lookout here.
[PAGE]
Hey, you! Stay away from the WEATHER
INSTITUTE. It's not safe.",,untranslated,\p | \n,,,Map path or label explicitly identifies progression.
dlg_d063d7a634fa25c5,main_story,required_event,,Route119,Route119,,data/maps/Route119/scripts.inc,570,Route119_Text_DontGoNearWeatherInstitute,"Lookout duty is surprisingly boring.\pHey, you! Please don't go near the\nWEATHER INSTITUTE.$","Lookout duty is surprisingly boring.
[PAGE]
Hey, you! Please don't go near the
WEATHER INSTITUTE.",,untranslated,\p | \n,,,Map path or label explicitly identifies progression.
dlg_650c1f2ef6216e26,main_story,required_event,,Route119,Route119,,data/maps/Route119/scripts.inc,599,Route119_Text_WeatherInstitute,WEATHER INSTITUTE$,WEATHER INSTITUTE,,untranslated,,,,Map path or label explicitly identifies progression.
dlg_0cbfafdf4b32af06,main_story,required_event,,Route119_House,Route119 House,,data/maps/Route119_House/scripts.inc,17,Route119_House_Text_RumorAboutCaveOfOrigin,I heard about a cave called the CAVE\nOF ORIGIN.\pPeople rumor that the spirits of\nPOKéMON are revived there. Could\lsomething like that really happen?$,"I heard about a cave called the CAVE
OF ORIGIN.
[PAGE]
People rumor that the spirits of
POKéMON are revived there. Could
something like that really happen?",,untranslated,\n | \p | \n | \l,,,Map path or label explicitly identifies progression.
dlg_c73f5e4346af8ca2,main_story,required_event,,Route119_WeatherInstitute_1F,Route119 WeatherInstitute 1F,,data/maps/Route119_WeatherInstitute_1F/scripts.inc,70,Route119_WeatherInstitute_1F_Text_Grunt1Intro,"The BOSS got interested in\nthe research they have going here,\lso he sent us out.\pYou quit meddling!$","The BOSS got interested in
the research they have going here,
so he sent us out.
[PAGE]
You quit meddling!",,untranslated,\n | \l | \p,,,Map path or label explicitly identifies progression.
dlg_5bef41ad5852edf2,main_story,required_event,,Route119_WeatherInstitute_1F,Route119 WeatherInstitute 1F,,data/maps/Route119_WeatherInstitute_1F/scripts.inc,76,Route119_WeatherInstitute_1F_Text_Grunt1Defeat,Blast it…\nBlasted by a kid…$,"Blast it…
Blasted by a kid…",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_5d357d932a4db8dc,main_story,required_event,,Route119_WeatherInstitute_1F,Route119 WeatherInstitute 1F,,data/maps/Route119_WeatherInstitute_1F/scripts.inc,80,Route119_WeatherInstitute_1F_Text_Grunt1PostBattle,Our BOSS knows everything.\pBut I'm just a GRUNT. What would I know\nabout what he's thinking?$,"Our BOSS knows everything.
[PAGE]
But I'm just a GRUNT. What would I know
about what he's thinking?",,untranslated,\p | \n,,,Map path or label explicitly identifies progression.
dlg_43f56d8bc9285473,main_story,required_event,,Route119_WeatherInstitute_1F,Route119 WeatherInstitute 1F,,data/maps/Route119_WeatherInstitute_1F/scripts.inc,85,Route119_WeatherInstitute_1F_Text_Grunt4Intro,Huh?\nWhat's a kid doing here?$,"Huh?
What's a kid doing here?",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_7411a92c3001fb84,main_story,required_event,,Route119_WeatherInstitute_1F,Route119 WeatherInstitute 1F,,data/maps/Route119_WeatherInstitute_1F/scripts.inc,89,Route119_WeatherInstitute_1F_Text_Grunt4Defeat,Huh?\nI lost?!$,"Huh?
I lost?!",,untranslated,\n,,,Map path or label explicitly identifies progression.
dlg_d8b9cba78d230c7b,main_story,required_event,,Route119_WeatherInstitute_1F,Route119 WeatherInstitute 1F,,data/maps/Route119_WeatherInstitute_1F/scripts.inc,93,Route119_WeatherInstitute_1F_Text_Grunt4PostBattle,"Oh, no…\nI'll catch an earful for losing to a kid…\pI should just take a nap in the bed…$","Oh, no…
I'll catch an earful for losing to a kid…
[PAGE]
I should just take a nap in the bed…",,untranslated,\n | \p,,,Map path or label explicitly identifies progression.
dlg_534274fb4e9501fa,main_story,required_event,,Route119_WeatherInstitute_1F,Route119 WeatherInstitute 1F,,data/maps/Route119_WeatherInstitute_1F/scripts.inc,98,Route119_WeatherInstitute_1F_Text_EveryoneWentUpstairs,"While I was sleeping, everyone went\nupstairs!$","While I was sleeping, everyone went
upstairs!",,untranslated,\n,,,Map path or label explicitly identifies progression.
