move_id,move_constant,english_name,english_length,english_storage_bytes,source_file,source_line,japanese_name,thai_name,thai_cluster_count,thai_encoded_bytes,fixed_slot_bytes,fits_current_fixed_slot,translation_style,review_status,notes
247,MOVE_SHADOW_BALL,SHADOW BALL,11,12,src/data/text/move_names.h,250,,,,,13,,,untranslated,
248,MOVE_FUTURE_SIGHT,FUTURE SIGHT,12,13,src/data/text/move_names.h,251,,,,,13,,,untranslated,
249,MOVE_ROCK_SMASH,ROCK SMASH,10,11,src/data/text/move_names.h,252,,,,,13,,,untranslated,
250,MOVE_WHIRLPOOL,WHIRLPOOL,9,10,src/data/text/move_names.h,253,,,,,13,,,untranslated,
251,MOVE_BEAT_UP,BEAT UP,7,8,src/data/text/move_names.h,254,,,,,13,,,untranslated,
252,MOVE_FAKE_OUT,FAKE OUT,8,9,src/data/text/move_names.h,255,,,,,13,,,untranslated,
253,MOVE_UPROAR,UPROAR,6,7,src/data/text/move_names.h,256,,,,,13,,,untranslated,
254,MOVE_STOCKPILE,STOCKPILE,9,10,src/data/text/move_names.h,257,,,,,13,,,untranslated,
255,MOVE_SPIT_UP,SPIT UP,7,8,src/data/text/move_names.h,258,,,,,13,,,untranslated,
256,MOVE_SWALLOW,SWALLOW,7,8,src/data/text/move_names.h,259,,,,,13,,,untranslated,
257,MOVE_HEAT_WAVE,HEAT WAVE,9,10,src/data/text/move_names.h,260,,,,,13,,,untranslated,
258,MOVE_HAIL,HAIL,4,5,src/data/text/move_names.h,261,,,,,13,,,untranslated,
259,MOVE_TORMENT,TORMENT,7,8,src/data/text/move_names.h,262,,,,,13,,,untranslated,
260,MOVE_FLATTER,FLATTER,7,8,src/data/text/move_names.h,263,,,,,13,,,untranslated,
261,MOVE_WILL_O_WISP,WILL-O-WISP,11,12,src/data/text/move_names.h,264,,,,,13,,,untranslated,
262,MOVE_MEMENTO,MEMENTO,7,8,src/data/text/move_names.h,265,,,,,13,,,untranslated,
263,MOVE_FACADE,FACADE,6,7,src/data/text/move_names.h,266,,,,,13,,,untranslated,
264,MOVE_FOCUS_PUNCH,FOCUS PUNCH,11,12,src/data/text/move_names.h,267,,,,,13,,,untranslated,
265,MOVE_SMELLING_SALT,SMELLINGSALT,12,13,src/data/text/move_names.h,268,,,,,13,,,untranslated,
266,MOVE_FOLLOW_ME,FOLLOW ME,9,10,src/data/text/move_names.h,269,,,,,13,,,untranslated,
267,MOVE_NATURE_POWER,NATURE POWER,12,13,src/data/text/move_names.h,270,,,,,13,,,untranslated,
268,MOVE_CHARGE,CHARGE,6,7,src/data/text/move_names.h,271,,,,,13,,,untranslated,
269,MOVE_TAUNT,TAUNT,5,6,src/data/text/move_names.h,272,,,,,13,,,untranslated,
270,MOVE_HELPING_HAND,HELPING HAND,12,13,src/data/text/move_names.h,273,,,,,13,,,untranslated,
271,MOVE_TRICK,TRICK,5,6,src/data/text/move_names.h,274,,,,,13,,,untranslated,
272,MOVE_ROLE_PLAY,ROLE PLAY,9,10,src/data/text/move_names.h,275,,,,,13,,,untranslated,
273,MOVE_WISH,WISH,4,5,src/data/text/move_names.h,276,,,,,13,,,untranslated,
274,MOVE_ASSIST,ASSIST,6,7,src/data/text/move_names.h,277,,,,,13,,,untranslated,
275,MOVE_INGRAIN,INGRAIN,7,8,src/data/text/move_names.h,278,,,,,13,,,untranslated,
276,MOVE_SUPERPOWER,SUPERPOWER,10,11,src/data/text/move_names.h,279,,,,,13,,,untranslated,
277,MOVE_MAGIC_COAT,MAGIC COAT,10,11,src/data/text/move_names.h,280,,,,,13,,,untranslated,
278,MOVE_RECYCLE,RECYCLE,7,8,src/data/text/move_names.h,281,,,,,13,,,untranslated,
279,MOVE_REVENGE,REVENGE,7,8,src/data/text/move_names.h,282,,,,,13,,,untranslated,
280,MOVE_BRICK_BREAK,BRICK BREAK,11,12,src/data/text/move_names.h,283,,,,,13,,,untranslated,
281,MOVE_YAWN,YAWN,4,5,src/data/text/move_names.h,284,,,,,13,,,untranslated,
282,MOVE_KNOCK_OFF,KNOCK OFF,9,10,src/data/text/move_names.h,285,,,,,13,,,untranslated,
283,MOVE_ENDEAVOR,ENDEAVOR,8,9,src/data/text/move_names.h,286,,,,,13,,,untranslated,
284,MOVE_ERUPTION,ERUPTION,8,9,src/data/text/move_names.h,287,,,,,13,,,untranslated,
285,MOVE_SKILL_SWAP,SKILL SWAP,10,11,src/data/text/move_names.h,288,,,,,13,,,untranslated,
286,MOVE_IMPRISON,IMPRISON,8,9,src/data/text/move_names.h,289,,,,,13,,,untranslated,
287,MOVE_REFRESH,REFRESH,7,8,src/data/text/move_names.h,290,,,,,13,,,untranslated,
288,MOVE_GRUDGE,GRUDGE,6,7,src/data/text/move_names.h,291,,,,,13,,,untranslated,
289,MOVE_SNATCH,SNATCH,6,7,src/data/text/move_names.h,292,,,,,13,,,untranslated,
290,MOVE_SECRET_POWER,SECRET POWER,12,13,src/data/text/move_names.h,293,,,,,13,,,untranslated,
291,MOVE_DIVE,DIVE,4,5,src/data/text/move_names.h,294,,,,,13,,,untranslated,
292,MOVE_ARM_THRUST,ARM THRUST,10,11,src/data/text/move_names.h,295,,,,,13,,,untranslated,
293,MOVE_CAMOUFLAGE,CAMOUFLAGE,10,11,src/data/text/move_names.h,296,,,,,13,,,untranslated,
294,MOVE_TAIL_GLOW,TAIL GLOW,9,10,src/data/text/move_names.h,297,,,,,13,,,untranslated,
295,MOVE_LUSTER_PURGE,LUSTER PURGE,12,13,src/data/text/move_names.h,298,,,,,13,,,untranslated,
296,MOVE_MIST_BALL,MIST BALL,9,10,src/data/text/move_names.h,299,,,,,13,,,untranslated,
297,MOVE_FEATHER_DANCE,FEATHERDANCE,12,13,src/data/text/move_names.h,300,,,,,13,,,untranslated,
298,MOVE_TEETER_DANCE,TEETER DANCE,12,13,src/data/text/move_names.h,301,,,,,13,,,untranslated,
299,MOVE_BLAZE_KICK,BLAZE KICK,10,11,src/data/text/move_names.h,302,,,,,13,,,untranslated,
300,MOVE_MUD_SPORT,MUD SPORT,9,10,src/data/text/move_names.h,303,,,,,13,,,untranslated,
301,MOVE_ICE_BALL,ICE BALL,8,9,src/data/text/move_names.h,304,,,,,13,,,untranslated,
302,MOVE_NEEDLE_ARM,NEEDLE ARM,10,11,src/data/text/move_names.h,305,,,,,13,,,untranslated,
303,MOVE_SLACK_OFF,SLACK OFF,9,10,src/data/text/move_names.h,306,,,,,13,,,untranslated,
304,MOVE_HYPER_VOICE,HYPER VOICE,11,12,src/data/text/move_names.h,307,,,,,13,,,untranslated,
305,MOVE_POISON_FANG,POISON FANG,11,12,src/data/text/move_names.h,308,,,,,13,,,untranslated,
306,MOVE_CRUSH_CLAW,CRUSH CLAW,10,11,src/data/text/move_names.h,309,,,,,13,,,untranslated,
307,MOVE_BLAST_BURN,BLAST BURN,10,11,src/data/text/move_names.h,310,,,,,13,,,untranslated,
308,MOVE_HYDRO_CANNON,HYDRO CANNON,12,13,src/data/text/move_names.h,311,,,,,13,,,untranslated,
309,MOVE_METEOR_MASH,METEOR MASH,11,12,src/data/text/move_names.h,312,,,,,13,,,untranslated,
310,MOVE_ASTONISH,ASTONISH,8,9,src/data/text/move_names.h,313,,,,,13,,,untranslated,
311,MOVE_WEATHER_BALL,WEATHER BALL,12,13,src/data/text/move_names.h,314,,,,,13,,,untranslated,
312,MOVE_AROMATHERAPY,AROMATHERAPY,12,13,src/data/text/move_names.h,315,,,,,13,,,untranslated,
313,MOVE_FAKE_TEARS,FAKE TEARS,10,11,src/data/text/move_names.h,316,,,,,13,,,untranslated,
314,MOVE_AIR_CUTTER,AIR CUTTER,10,11,src/data/text/move_names.h,317,,,,,13,,,untranslated,
315,MOVE_OVERHEAT,OVERHEAT,8,9,src/data/text/move_names.h,318,,,,,13,,,untranslated,
316,MOVE_ODOR_SLEUTH,ODOR SLEUTH,11,12,src/data/text/move_names.h,319,,,,,13,,,untranslated,
317,MOVE_ROCK_TOMB,ROCK TOMB,9,10,src/data/text/move_names.h,320,,,,,13,,,untranslated,
318,MOVE_SILVER_WIND,SILVER WIND,11,12,src/data/text/move_names.h,321,,,,,13,,,untranslated,
319,MOVE_METAL_SOUND,METAL SOUND,11,12,src/data/text/move_names.h,322,,,,,13,,,untranslated,
320,MOVE_GRASS_WHISTLE,GRASSWHISTLE,12,13,src/data/text/move_names.h,323,,,,,13,,,untranslated,
321,MOVE_TICKLE,TICKLE,6,7,src/data/text/move_names.h,324,,,,,13,,,untranslated,
322,MOVE_COSMIC_POWER,COSMIC POWER,12,13,src/data/text/move_names.h,325,,,,,13,,,untranslated,
323,MOVE_WATER_SPOUT,WATER SPOUT,11,12,src/data/text/move_names.h,326,,,,,13,,,untranslated,
324,MOVE_SIGNAL_BEAM,SIGNAL BEAM,11,12,src/data/text/move_names.h,327,,,,,13,,,untranslated,
325,MOVE_SHADOW_PUNCH,SHADOW PUNCH,12,13,src/data/text/move_names.h,328,,,,,13,,,untranslated,
326,MOVE_EXTRASENSORY,EXTRASENSORY,12,13,src/data/text/move_names.h,329,,,,,13,,,untranslated,
327,MOVE_SKY_UPPERCUT,SKY UPPERCUT,12,13,src/data/text/move_names.h,330,,,,,13,,,untranslated,
328,MOVE_SAND_TOMB,SAND TOMB,9,10,src/data/text/move_names.h,331,,,,,13,,,untranslated,
329,MOVE_SHEER_COLD,SHEER COLD,10,11,src/data/text/move_names.h,332,,,,,13,,,untranslated,
330,MOVE_MUDDY_WATER,MUDDY WATER,11,12,src/data/text/move_names.h,333,,,,,13,,,untranslated,
331,MOVE_BULLET_SEED,BULLET SEED,11,12,src/data/text/move_names.h,334,,,,,13,,,untranslated,
332,MOVE_AERIAL_ACE,AERIAL ACE,10,11,src/data/text/move_names.h,335,,,,,13,,,untranslated,
333,MOVE_ICICLE_SPEAR,ICICLE SPEAR,12,13,src/data/text/move_names.h,336,,,,,13,,,untranslated,
334,MOVE_IRON_DEFENSE,IRON DEFENSE,12,13,src/data/text/move_names.h,337,,,,,13,,,untranslated,
335,MOVE_BLOCK,BLOCK,5,6,src/data/text/move_names.h,338,,,,,13,,,untranslated,
336,MOVE_HOWL,HOWL,4,5,src/data/text/move_names.h,339,,,,,13,,,untranslated,
337,MOVE_DRAGON_CLAW,DRAGON CLAW,11,12,src/data/text/move_names.h,340,,,,,13,,,untranslated,
338,MOVE_FRENZY_PLANT,FRENZY PLANT,12,13,src/data/text/move_names.h,341,,,,,13,,,untranslated,
339,MOVE_BULK_UP,BULK UP,7,8,src/data/text/move_names.h,342,,,,,13,,,untranslated,
340,MOVE_BOUNCE,BOUNCE,6,7,src/data/text/move_names.h,343,,,,,13,,,untranslated,
341,MOVE_MUD_SHOT,MUD SHOT,8,9,src/data/text/move_names.h,344,,,,,13,,,untranslated,
342,MOVE_POISON_TAIL,POISON TAIL,11,12,src/data/text/move_names.h,345,,,,,13,,,untranslated,
343,MOVE_COVET,COVET,5,6,src/data/text/move_names.h,346,,,,,13,,,untranslated,
344,MOVE_VOLT_TACKLE,VOLT TACKLE,11,12,src/data/text/move_names.h,347,,,,,13,,,untranslated,
345,MOVE_MAGICAL_LEAF,MAGICAL LEAF,12,13,src/data/text/move_names.h,348,,,,,13,,,untranslated,
346,MOVE_WATER_SPORT,WATER SPORT,11,12,src/data/text/move_names.h,349,,,,,13,,,untranslated,
347,MOVE_CALM_MIND,CALM MIND,9,10,src/data/text/move_names.h,350,,,,,13,,,untranslated,
348,MOVE_LEAF_BLADE,LEAF BLADE,10,11,src/data/text/move_names.h,351,,,,,13,,,untranslated,
349,MOVE_DRAGON_DANCE,DRAGON DANCE,12,13,src/data/text/move_names.h,352,,,,,13,,,untranslated,
350,MOVE_ROCK_BLAST,ROCK BLAST,10,11,src/data/text/move_names.h,353,,,,,13,,,untranslated,
351,MOVE_SHOCK_WAVE,SHOCK WAVE,10,11,src/data/text/move_names.h,354,,,,,13,,,untranslated,
352,MOVE_WATER_PULSE,WATER PULSE,11,12,src/data/text/move_names.h,355,,,,,13,,,untranslated,
353,MOVE_DOOM_DESIRE,DOOM DESIRE,11,12,src/data/text/move_names.h,356,,,,,13,,,untranslated,
354,MOVE_PSYCHO_BOOST,PSYCHO BOOST,12,13,src/data/text/move_names.h,357,,,,,13,,,untranslated,
