dialogue_id,source_label,source_file,candidate_category,final_category,mandatory,reason,script_references,flags,vars,branch_type,confidence,notes
dlg_025e6e3c8c2c46ea,MagmaHideout_4F_Text_Grunt11PostBattle,data/maps/MagmaHideout_4F/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_f7e1f1902d8efc40,MagmaHideout_4F_Text_Grunt12PostBattle,data/maps/MagmaHideout_4F/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_947c4a21ac7a2beb,MagmaHideout_4F_Text_Grunt13PostBattle,data/maps/MagmaHideout_4F/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_d70cb53b85d4a24b,MagmaHideout_4F_Text_TabithaPostBattle,data/maps/MagmaHideout_4F/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_36ea63b7ce608519,MagmaHideout_4F_Text_MaxieAwakenGroudon,data/maps/MagmaHideout_4F/scripts.inc,main_story,main_story,yes,Resolved source reference,MagmaHideout_4F_EventScript_Maxie,,,mandatory,high,
dlg_f34fbe4729fcf204,MagmaHideout_4F_Text_MaxieGroudonWhatsWrong,data/maps/MagmaHideout_4F/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MagmaHideout_4F_EventScript_Maxie,,,mandatory,high,
dlg_4943951ba089dba9,MagmaHideout_4F_Text_MaxieOhItWasYou,data/maps/MagmaHideout_4F/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MagmaHideout_4F_EventScript_Maxie,,,mandatory,high,
dlg_0ced0caff1c00ef9,MagmaHideout_4F_Text_MaxieImGoingAfterGroudon,data/maps/MagmaHideout_4F/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MagmaHideout_4F_EventScript_Maxie,,,mandatory,high,
dlg_be3cc677576abfad,MauvilleCity_Text_UncleHesTooPeppy,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_WallysUncle,,,mandatory,high,
dlg_48288662c4edf402,MauvilleCity_Text_WallyWantToChallengeGym,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_Wally,,,mandatory,high,
dlg_776b6560c3cc25d0,MauvilleCity_Text_UncleYourePushingIt,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_Wally,,,mandatory,high,
dlg_ea21b86b9428270d,MauvilleCity_Text_WallyWeCanBeatAnyone,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_Wally,,,mandatory,high,
dlg_9c9adfc531c27500,MauvilleCity_Text_WallyWillYouBattleMe,data/maps/MauvilleCity/scripts.inc,battle,main_story,yes,Resolved source reference,MauvilleCity_EventScript_Wally,,,mandatory,high,
dlg_f4f5fe77c8bb1be0,MauvilleCity_Text_UncleCanYouBattleWally,data/maps/MauvilleCity/scripts.inc,battle,main_story,yes,Resolved source reference,MauvilleCity_EventScript_UncleAskPlayerToBattleWally,,,mandatory,high,
dlg_d86f9ae4036a91a5,MauvilleCity_Text_WallyPleaseBattleMe,data/maps/MauvilleCity/scripts.inc,battle,main_story,yes,Resolved source reference,MauvilleCity_EventScript_WallyRequestBattleAgain,,,mandatory,high,
dlg_fb648835502d4cf7,MauvilleCity_Text_WallyHereICome,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_BattleWally,,,mandatory,high,
dlg_a08d097557c3e6c2,MauvilleCity_Text_WallyIllGoBackToVerdanturf,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_BattleWally,,,mandatory,high,
dlg_6ebacc9d8cd36793,MauvilleCity_Text_ThankYouNotEnoughToBattle,data/maps/MauvilleCity/scripts.inc,battle,main_story,yes,Resolved source reference,MauvilleCity_EventScript_BattleWally,,,mandatory,high,
dlg_1dd9ce5252a610ca,MauvilleCity_Text_UncleNoNeedToBeDown,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_BattleWally,,,mandatory,high,
dlg_cb17948871baa56c,MauvilleCity_Text_UncleVisitUsSometime,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_WallyAndUncleExitNorth,,,mandatory,high,
dlg_5c3c752146e31b52,MauvilleCity_Text_RegisteredWally,data/maps/MauvilleCity/scripts.inc,optional_npc,optional_interaction,no,"Optional guide, statue, or registration interaction.",,,,excluded,high,
dlg_a2a0edd5b970588e,MauvilleCity_Text_ScottYouDidntHoldBack,data/maps/MauvilleCity/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_EventScript_DefeatedWally,,,mandatory,high,
dlg_de5a248d12bbe6cd,MauvilleCity_Text_WattsonNeedFavorTakeKey,data/maps/MauvilleCity/scripts.inc,optional_npc,optional_sidequest,no,Optional New Mauville generator side quest.,,,,excluded,high,
dlg_8739df779372572f,MauvilleCity_Text_WattsonWontBeChallenge,data/maps/MauvilleCity/scripts.inc,optional_npc,optional_sidequest,no,Optional New Mauville generator side quest.,,,,excluded,high,
dlg_fc810b4e66b7f5bb,MauvilleCity_Gym_Text_ReceivedDynamoBadge,data/maps/MauvilleCity_Gym/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_Gym_EventScript_WattsonDefeated,,,mandatory,high,
dlg_885f72022e6a7a31,MauvilleCity_Gym_Text_ExplainDynamoBadgeTakeThis,data/maps/MauvilleCity_Gym/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_Gym_EventScript_WattsonDefeated,,,mandatory,high,
dlg_ffb1954314bec3d3,MauvilleCity_Gym_Text_ExplainShockWave,data/maps/MauvilleCity_Gym/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MauvilleCity_Gym_EventScript_GiveShockWave,,,mandatory,high,
dlg_32032d8ed90d4208,MauvilleCity_Gym_Text_RegisteredWattson,data/maps/MauvilleCity_Gym/scripts.inc,optional_npc,optional_interaction,no,"Optional guide, statue, or registration interaction.",,,,excluded,high,
dlg_29cf2d6c137f7d7c,MauvilleCity_Gym_Text_WattsonPostBattle,data/maps/MauvilleCity_Gym/scripts.inc,battle,main_story,yes,Resolved source reference,MauvilleCity_Gym_EventScript_Wattson,,,mandatory,high,
dlg_61953244313ffbe4,MeteorFalls_1F_1R_Text_WithThisMeteorite,data/maps/MeteorFalls_1F_1R/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_69bbf0b329ac7158,MeteorFalls_1F_1R_Text_DontExpectMercyFromMagma,data/maps/MeteorFalls_1F_1R/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_b1ce8521162aba50,MeteorFalls_1F_1R_Text_HoldItRightThereMagma,data/maps/MeteorFalls_1F_1R/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_c71a89510217f917,MeteorFalls_1F_1R_Text_BeSeeingYouTeamAqua,data/maps/MeteorFalls_1F_1R/scripts.inc,main_story,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_e217e7b7f13bbeff,MeteorFalls_1F_1R_Text_ArchieSeenYouBefore,data/maps/MeteorFalls_1F_1R/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_ea4952bca9a7ff22,MeteorFalls_1F_1R_Text_BossWeShouldChaseMagma,data/maps/MeteorFalls_1F_1R/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_de424b65d2ac84b8,MeteorFalls_1F_1R_Text_ArchieYesNoTellingWhatMagmaWillDo,data/maps/MeteorFalls_1F_1R/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_620b24cda6ef26e8,MeteorFalls_1F_1R_Text_ArchieFarewell,data/maps/MeteorFalls_1F_1R/scripts.inc,optional_npc,main_story,yes,Resolved source reference,MeteorFalls_1F_1R_EventScript_MagmaStealsMeteoriteScene,,,mandatory,high,
dlg_d51d8d6c11e6afb5,MeteorFalls_1F_1R_Text_WhatsTeamMagmaDoingAtMtChimney,data/maps/MeteorFalls_1F_1R/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_1555411822879676,MossdeepCity_Text_SootopolisNewGymLeader,data/maps/MossdeepCity/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_c5f7fd9cc564fe27,MossdeepCity_Gym_Text_GymGuideAdvice,data/maps/MossdeepCity_Gym/scripts.inc,interaction,optional_interaction,no,"Optional guide, statue, or registration interaction.",,,,excluded,high,
dlg_b45244d5f8c86394,MossdeepCity_Gym_Text_GymGuidePostVictory,data/maps/MossdeepCity_Gym/scripts.inc,interaction,optional_interaction,no,"Optional guide, statue, or registration interaction.",,,,excluded,high,
dlg_0efef85fdbdc06ab,MossdeepCity_Gym_Text_PrestonPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_cf01748fcd610392,MossdeepCity_Gym_Text_VirgilPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_444e40e8538c8b1e,MossdeepCity_Gym_Text_BlakePostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_073423f3b8c66ba4,MossdeepCity_Gym_Text_HannahPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_0a7617bc47b986bd,MossdeepCity_Gym_Text_SamanthaPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_a370577a04b1215f,MossdeepCity_Gym_Text_MauraPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_ab09880fe0fc8141,MossdeepCity_Gym_Text_SylviaPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_8536d0525fae93e4,MossdeepCity_Gym_Text_NatePostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_2698310c53fc0ea4,MossdeepCity_Gym_Text_KathleenPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_46b30eb1fc864bdf,MossdeepCity_Gym_Text_CliffordPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_0fe6fa1a64e8ac0d,MossdeepCity_Gym_Text_MaceyPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_40e642dadfbe0199,MossdeepCity_Gym_Text_NicholasPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,trainer,no,Optional trainer post-battle dialogue.,,,,excluded,high,
dlg_16583cf9036a06e6,MossdeepCity_Gym_Text_ReceivedMindBadge,data/maps/MossdeepCity_Gym/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_Gym_EventScript_TateAndLizaDefeated,,,mandatory,high,
dlg_43359ec54091c550,MossdeepCity_Gym_Text_ExplainMindBadgeTakeThis,data/maps/MossdeepCity_Gym/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_Gym_EventScript_TateAndLizaDefeated,,,mandatory,high,
dlg_bf9f721d101df3f8,MossdeepCity_Gym_Text_ExplainCalmMind,data/maps/MossdeepCity_Gym/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_Gym_EventScript_GiveCalmMind2,,,mandatory,high,
dlg_6011557c2bd55a39,MossdeepCity_Gym_Text_RegisteredTateAndLiza,data/maps/MossdeepCity_Gym/scripts.inc,interaction,optional_interaction,no,"Optional guide, statue, or registration interaction.",,,,excluded,high,
dlg_45b733a3659fa52c,MossdeepCity_Gym_Text_TateAndLizaPostBattle,data/maps/MossdeepCity_Gym/scripts.inc,battle,main_story,yes,Resolved source reference,MossdeepCity_Gym_EventScript_TateAndLiza,,,mandatory,high,
dlg_9151bfbd18e75a2c,MossdeepCity_Gym_Text_GymStatue,data/maps/MossdeepCity_Gym/scripts.inc,interaction,optional_interaction,no,"Optional guide, statue, or registration interaction.",,,,excluded,high,
dlg_b3d59897736616da,MossdeepCity_Gym_Text_GymStatueCertified,data/maps/MossdeepCity_Gym/scripts.inc,interaction,optional_interaction,no,"Optional guide, statue, or registration interaction.",,,,excluded,high,
dlg_07ee57bffb483b68,MossdeepCity_PokemonCenter_1F_Text_GymLeaderDuoFormidable,data/maps/MossdeepCity_PokemonCenter_1F/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_c3e13cffbabeca4e,MossdeepCity_SpaceCenter_1F_Text_HaywireButRocketLaunchImminent,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,optional_npc,no,Voluntary Space Center staff or flavor dialogue.,,,,excluded,high,
dlg_3955f533c605b18c,MossdeepCity_SpaceCenter_1F_Text_HaywireButSuccessfulLaunchNumber,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,optional_npc,no,Voluntary Space Center staff or flavor dialogue.,,,,excluded,high,
dlg_42c84dd040dfd4f5,MossdeepCity_SpaceCenter_1F_Text_MagmaHaveSightsOnSpaceCenter,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,optional_npc,no,Voluntary Space Center staff or flavor dialogue.,,,,excluded,high,
dlg_10a0c4da3c01bfa0,MossdeepCity_SpaceCenter_1F_Text_MagmaCantStealFuelTakeThis,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_1F_EventScript_SunStoneManMagma,,,mandatory,high,
dlg_b6574b5bee9ad53c,MossdeepCity_SpaceCenter_1F_Text_CantStrollOnBeachWithMagma,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,optional_npc,no,Voluntary Space Center staff or flavor dialogue.,,,,excluded,high,
dlg_5b3fe2498784cc46,MossdeepCity_SpaceCenter_1F_Text_AquaShouldBeatMagma,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,optional_npc,no,Voluntary Space Center staff or flavor dialogue.,,,,excluded,high,
dlg_26f056510d98accd,MossdeepCity_SpaceCenter_1F_Text_MagmaWantsToSpoilMyDream,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,optional_npc,no,Voluntary Space Center staff or flavor dialogue.,,,,excluded,high,
dlg_79ce7f56167066ae,MossdeepCity_SpaceCenter_1F_Text_StevenMagmaCantBeAllowedToTakeFuel,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_1F_EventScript_Steven,,,mandatory,high,
dlg_6c8d213ab7b1513d,MossdeepCity_SpaceCenter_1F_Text_MagmaIntentToStealNotice,data/maps/MossdeepCity_SpaceCenter_1F/scripts.inc,interaction,optional_npc,no,Voluntary Space Center staff or flavor dialogue.,,,,excluded,high,
dlg_63197315c2211581,MossdeepCity_SpaceCenter_2F_Text_WhyWouldMagmaStealRocketFuel,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_ScientistMagma,,,mandatory,high,
dlg_ff6b7727bf98e870,MossdeepCity_SpaceCenter_2F_Text_MagmaCantGetAwayWithThis,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_GentlemanMagma,,,mandatory,high,
dlg_33a9a5236748bb7b,MossdeepCity_SpaceCenter_2F_Text_DoesMagmaWantToGoToSpace,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_RichBoyMagma,,,mandatory,high,
dlg_70357e86f6ea09df,MossdeepCity_SpaceCenter_2F_Text_YoureOutnumberedTakeUsOn,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_ThreeMagmaGrunts,,,mandatory,high,
dlg_0d1adf3d7c53be63,MossdeepCity_SpaceCenter_2F_Text_GoodAnswer,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_ThreeMagmaGrunts,,,mandatory,high,
dlg_8199f6fe43038be0,MossdeepCity_SpaceCenter_2F_Text_Grunt5Intro,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_BattleThreeMagmaGrunts,,,mandatory,high,
dlg_abc5b37215d62d43,MossdeepCity_SpaceCenter_2F_Text_Grunt6Intro,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_BattleThreeMagmaGrunts,,,mandatory,high,
dlg_18051728da20cef1,MossdeepCity_SpaceCenter_2F_Text_Grunt7Intro,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_BattleThreeMagmaGrunts,,,mandatory,high,
dlg_9bb71a44ed8e9cc8,MossdeepCity_SpaceCenter_2F_Text_MaxieDontInterfere,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_Maxie,,,mandatory,high,
dlg_fad0e7d043c9af8c,MossdeepCity_SpaceCenter_2F_Text_StevenWhyStealRocketFuel,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_Steven,,,mandatory,high,
dlg_220e2ebc787a03bc,MossdeepCity_SpaceCenter_2F_Text_MaxieUseFuelToEruptVolcano,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_Steven,,,mandatory,high,
dlg_104f959b73f4cfdb,MossdeepCity_SpaceCenter_2F_Text_MaxieWeFailedIsAquaAlsoMisguided,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_DefeatedMaxieTabitha,,,mandatory,high,
dlg_1d1b84c3dd049a67,MossdeepCity_SpaceCenter_2F_Text_MaxieWeWillGiveUp,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_DefeatedMaxieTabitha,,,mandatory,high,
dlg_63d0a5b1cfa2160d,MossdeepCity_SpaceCenter_2F_Text_StevenThankYouComeSeeMeAtHome,data/maps/MossdeepCity_SpaceCenter_2F/scripts.inc,interaction,main_story,yes,Resolved source reference,MossdeepCity_SpaceCenter_2F_EventScript_DefeatedMaxieTabitha,,,mandatory,high,
dlg_ed68ce020b1d6ba1,MtChimney_Text_MeteoriteWillActivateVolcano,data/maps/MtChimney/scripts.inc,main_story,main_story,yes,Resolved source reference,MtChimney_EventScript_Maxie,,,mandatory,high,
dlg_e5fe9110f8a82454,MtChimney_Text_MaxieIntro,data/maps/MtChimney/scripts.inc,main_story,main_story,yes,Resolved source reference,MtChimney_EventScript_Maxie,,,mandatory,high,
dlg_c134f6ae42e00d98,MtChimney_Text_MaxieDefeat,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_6d5968a287374b4b,MtChimney_Text_MaxieYouHaventSeenLastOfMagma,data/maps/MtChimney/scripts.inc,main_story,main_story,yes,Resolved source reference,MtChimney_EventScript_Maxie,,,mandatory,high,
dlg_1ceb8f2bfa0b16f9,MtChimney_Text_TabithaIntro,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_ac88dbe1f02464a9,MtChimney_Text_TabithaDefeat,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_669127cbcde00209,MtChimney_Text_TabithaPostBattle,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_eab7a56b0df38c8b,MtChimney_Text_Grunt2Intro,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_80334d6a55280f73,MtChimney_Text_Grunt2Defeat,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_37631e945edafd2c,MtChimney_Text_Grunt2PostBattle,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_4643adc5b0ab932b,MtChimney_Text_Grunt1Intro,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_49c6872b2652a838,MtChimney_Text_Grunt1Defeat,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_9083552880db8ac5,MtChimney_Text_Grunt1PostBattle,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_986824b3b8a6bccb,MtChimney_Text_TeamAquaAlwaysMessingWithPlans,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_a860538684a68d8c,MtChimney_Text_MeteoritesPackAmazingPower,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_ce55fa82c8f7da4e,MtChimney_Text_YouBetterNotMessWithUs,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_d36666875ae0f66a,MtChimney_Text_AquasNameSimilar,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_daa8da81d3b81e72,MtChimney_Text_DouseThemInFire,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_9e0eaa0c8ac628ef,MtChimney_Text_KeepMakingMoreLand,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_c0c2759005a49289,MtChimney_Text_Bufoh,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_3a084ac6783a9ce7,MtChimney_Text_ArchieGoStopTeamMagma,data/maps/MtChimney/scripts.inc,main_story,main_story,yes,Resolved source reference,MtChimney_EventScript_ArchieGoStopTeamMagma,,,mandatory,high,
dlg_3e2b11896ebb1637,MtChimney_Text_ArchieIHaveMyHandsFull,data/maps/MtChimney/scripts.inc,main_story,main_story,yes,Resolved source reference,MtChimney_EventScript_ArchieBusyFighting,,,mandatory,high,
dlg_31d1999313c6eb44,MtChimney_Text_ArchieThankYou,data/maps/MtChimney/scripts.inc,main_story,main_story,yes,Resolved source reference,MtChimney_EventScript_Maxie,,,mandatory,high,
dlg_1bd4e1960302c4b2,MtChimney_Text_MagmaOutnumbersUs,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_ebe3ab981296a9df,MtChimney_Text_LessHabitatForWaterPokemon,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_0bf06ecb62921e4c,MtChimney_Text_MagmasNameSimilar,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_5c5fe2d5915812e8,MtChimney_Text_Bushaa,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_671b8c077e245297,MtChimney_Text_LavaCookiesJust200,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_3a9e7dda4ca6ab00,MtChimney_Text_ThankYouDear,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_03c9dc8d56b10234,MtChimney_Text_YouveNotGotTheMoney,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_fb4ad8291ca6ff0e,MtChimney_Text_OhFineThen,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_1357e522aad938f9,MtChimney_Text_MeteoriteFittedOnMachine,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_7be0051cc759f947,MtChimney_Text_RemoveTheMeteorite,data/maps/MtChimney/scripts.inc,main_story,optional_interaction,no,Optional refusal or repeatable object branch.,,,,excluded,high,
dlg_42c985b1510208be,MtChimney_Text_PlayerRemovedMeteorite,data/maps/MtChimney/scripts.inc,main_story,main_story,yes,Resolved source reference,MtChimney_EventScript_MeteoriteMachine,,,mandatory,high,
dlg_525bad52ad5b4dac,MtChimney_Text_PlayerLeftMeteorite,data/maps/MtChimney/scripts.inc,main_story,optional_interaction,no,Optional refusal or repeatable object branch.,,,,excluded,high,
dlg_554870797a5f0166,MtChimney_Text_MachineMakesNoResponse,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_de3225458f010395,MtChimney_Text_RouteSign,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
dlg_6602d5e9352f361f,MtChimney_Text_ShelbyIntro,data/maps/MtChimney/scripts.inc,main_story,excluded_candidate,no,Explicit false-positive rule or no mandatory script evidence,,,,excluded,medium,
