ui_id,symbol,source_text,target_text_th,party_profile_id,strictest_profile_id,party_text_origin,hard_width_px,page_count,target_lines_per_page,expanded_line_widths_px,max_expanded_width_px,remaining_px,dynamic_placeholders,placeholder_tokens,source_control_tokens,target_control_tokens,test_expansion,thai_run_count,shaped_command_bytes,shared_cross_screen,left_origin_risk,semantic_note,final_revision_status,translation_review_status,source_injection_status,token_result,shaper_result,width_result,rom_build_status,rom_sha256,visual_qa_status,qa_note
UI0362,gText_PkmnCantLearnMove,"{STR_VAR_1} and {STR_VAR_2}
are not compatible.\p{STR_VAR_2} can't be
learned.{PAUSE_UNTIL_PRESS}","{STR_VAR_1} กับ {STR_VAR_2}
เข้ากันไม่ได้\pจึงเรียนรู้
{STR_VAR_2} ไม่ได้{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,2,2;2,151;54;39;101,151,72,yes,{STR_VAR_1};{STR_VAR_2};{STR_VAR_2},\p;{PAUSE_UNTIL_PRESS},\p;{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW"", ""STR_VAR_2"": ""WWWWWWWWWWWW""}",4,176,no,no,โปเกมอนไม่เข้ากับ TM/HM หรือท่าที่สอน,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 9; row code(s) R26, R27). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0363,gText_PkmnCantParticipate,That POKéMON can't participate.{PAUSE_UNTIL_PRESS},โปเกมอนตัวนั้นเข้าร่วมไม่ได้{PAUSE_UNTIL_PRESS},PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,1,130,130,93,no,,{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},{},1,168,no,no,โปเกมอนไม่ผ่านเงื่อนไขเข้าร่วม,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 10; row code(s) R28). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0364,gText_PkmnCantSwitchOut,"{STR_VAR_1} can't be switched
out!{PAUSE_UNTIL_PRESS}","สลับ {STR_VAR_1}
ออกไม่ได้!{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,82;48,82,141,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,80,no,no,ไม่สามารถสลับโปเกมอนออกจากสนาม,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 10; row code(s) R29). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0365,gText_PkmnCuredOfParalysis,"{STR_VAR_1} was cured of
paralysis.{PAUSE_UNTIL_PRESS}","{STR_VAR_1} หายจาก
อาการอัมพาตแล้ว{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,96;76,96,127,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,152,no,no,รักษาสถานะ Paralysis,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 10; row code(s) R30). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0366,gText_PkmnCuredOfPoison,"{STR_VAR_1} was cured of its
poisoning.{PAUSE_UNTIL_PRESS}","{STR_VAR_1} หายจาก
พิษแล้ว{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,96;35,96,127,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,88,no,no,รักษาสถานะ Poison,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 11; row code(s) R31). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0368,gText_PkmnFriendlyBaseVar2CantFall,"{STR_VAR_1} turned friendly.
The base {STR_VAR_2} can't fall!{PAUSE_UNTIL_PRESS}","{STR_VAR_1} สนิทกับคุณขึ้น
ค่า {STR_VAR_2} พื้นฐานลดลงไม่ได้!{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,130;152,152,71,yes,{STR_VAR_1};{STR_VAR_2},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW"", ""STR_VAR_2"": ""WWWWWWWW""}",3,192,no,no,เพิ่มความสนิทแต่ค่าพื้นฐานต่ำสุดแล้ว; เติม “ลง” ให้ประโยคเป็นธรรมชาติ,revised_after_semantic_review,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 11; row code(s) R32). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0369,gText_PkmnFriendlyBaseVar2Fell,"{STR_VAR_1} turned friendly.
The base {STR_VAR_2} fell!{PAUSE_UNTIL_PRESS}","{STR_VAR_1} สนิทกับคุณขึ้น
ค่า {STR_VAR_2} พื้นฐานลดลง!{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,130;126,130,93,yes,{STR_VAR_1};{STR_VAR_2},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW"", ""STR_VAR_2"": ""WWWWWWWW""}",3,160,no,no,เพิ่มความสนิทและลดค่าพื้นฐาน,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 11; row code(s) R33). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0370,gText_PkmnGotOverInfatuation,"{STR_VAR_1} got over its
infatuation.{PAUSE_UNTIL_PRESS}","{STR_VAR_1} หายจาก
อาการหลงรักแล้ว{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,96;72,96,127,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,152,no,no,รักษาสถานะ Infatuation,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 12; row code(s) R34). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0371,gText_PkmnHPRestoredByVar2,"{STR_VAR_1}'s HP was restored
by {STR_VAR_2} point(s).{PAUSE_UNTIL_PRESS}","HP ของ {STR_VAR_1} ฟื้นขึ้น
{STR_VAR_2} หน่วย{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,129;48,129,94,yes,{STR_VAR_1};{STR_VAR_2},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW"", ""STR_VAR_2"": ""999""}",3,88,no,no,STR_VAR_2 คือจำนวน HP ที่ฟื้น; ใช้ “ฟื้นขึ้น” ให้ประโยคสมบูรณ์,revised_after_semantic_review,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 12; row code(s) R35). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0372,gText_PkmnHasNoEnergy,"{STR_VAR_1} has no energy
left to battle!{PAUSE_UNTIL_PRESS}","{STR_VAR_1} ไม่มีแรง
ต่อสู้แล้ว!{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,99;42,99,124,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,96,no,no,โปเกมอนหมดสภาพต่อสู้,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 12; row code(s) R36). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0373,gText_PkmnHoldingItemCantHoldMail,"This POKéMON is holding an
item. It cannot hold MAIL.{PAUSE_UNTIL_PRESS}","โปเกมอนนี้ถือไอเทมอยู่
จึงถือจดหมายไม่ได้{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,105;85,105,118,no,,{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},{},2,248,no,no,ต้องเอาไอเทมออกก่อนจึงถือจดหมายได้,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 13; row code(s) R37). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0377,gText_PkmnNeedsToReplaceMove,"{STR_VAR_1} wants to learn the
move {STR_VAR_2}.\pHowever, {STR_VAR_1} already
knows four moves.\pShould a move be deleted and
replaced with {STR_VAR_2}?","{STR_VAR_1} อยากเรียนรู้
{STR_VAR_2}\pแต่ {STR_VAR_1} รู้จักท่า
ครบสี่ท่าแล้ว\pจะลบท่าหนึ่งแล้วแทนด้วย
{STR_VAR_2} ไหม?",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,3,2;2;2,114;72;108;55;114;101,114,109,yes,{STR_VAR_1};{STR_VAR_1};{STR_VAR_2};{STR_VAR_2},\p;\p,\p;\p,"{""STR_VAR_1"": ""WWWWWWWWWW"", ""STR_VAR_2"": ""WWWWWWWWWWWW""}",6,368,no,no,ถามลบท่าหนึ่งเพื่อเรียนท่าใหม่,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 13, 14; row code(s) R38, R39, R40). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0378,gText_PkmnNotHolding,"{STR_VAR_1} isn't holding
anything.{PAUSE_UNTIL_PRESS}","{STR_VAR_1} ไม่ได้ถือ
อะไรอยู่{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,101;34,101,122,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,96,no,no,โปเกมอนไม่ได้ถือไอเทม,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 14; row code(s) R41). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0380,gText_PkmnSnappedOutOfConfusion,"{STR_VAR_1} snapped out of its
confusion.{PAUSE_UNTIL_PRESS}","{STR_VAR_1} หายจาก
อาการสับสนแล้ว{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,96;71,96,127,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,144,no,no,รักษาสถานะ Confusion,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 14; row code(s) R42). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0381,gText_PkmnThawedOut,{STR_VAR_1} was thawed out.{PAUSE_UNTIL_PRESS},"{STR_VAR_1} หายจาก
อาการแช่แข็งแล้ว{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,96;74,96,127,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",2,152,no,no,รักษาสถานะ Freeze,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 15; row code(s) R43). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0387,gText_PkmnWasGivenItem,"{STR_VAR_1} was given the
{STR_VAR_2} to hold.{PAUSE_UNTIL_PRESS}","ให้ {STR_VAR_1} ถือ
{STR_VAR_2} แล้ว{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,91;106,106,117,yes,{STR_VAR_1};{STR_VAR_2},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW"", ""STR_VAR_2"": ""WWWWWWWWWWWWWW""}",3,56,no,no,มอบไอเทมให้โปเกมอนถือ,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 15; row code(s) R44). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0389,gText_PkmnWokeUp2,{STR_VAR_1} woke up.{PAUSE_UNTIL_PRESS},{STR_VAR_1} ตื่นแล้ว{PAUSE_UNTIL_PRESS},PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,1,97,97,126,yes,{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW""}",1,40,no,no,รักษาสถานะ Sleep,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 15; row code(s) R45). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0418,gText_ReceivedItemFromPkmn,"Received the {STR_VAR_2}
from {STR_VAR_1}.{PAUSE_UNTIL_PRESS}","รับ {STR_VAR_2}
คืนจาก {STR_VAR_1} แล้ว{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,99;116,116,107,yes,{STR_VAR_2};{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWW"", ""STR_VAR_2"": ""WWWWWWWWWWWWWW""}",3,80,no,no,รับไอเทมที่ถือคืนจากโปเกมอน,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 16; row code(s) R46). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0421,gText_RemoveMailBeforeItem,"MAIL must be removed before
holding an item.{PAUSE_UNTIL_PRESS}","ต้องเอาจดหมายออกก่อน
จึงจะถือไอเทมได้{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,106;76,106,117,no,,{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},{},2,248,no,no,ต้องถอดจดหมายก่อนให้ถือไอเทม,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 16; row code(s) R47). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0479,gText_SwitchedPkmnItem,"The {STR_VAR_2} was taken and
replaced with the {STR_VAR_1}.{PAUSE_UNTIL_PRESS}","เอา {STR_VAR_2} ออกแล้ว
เปลี่ยนเป็น {STR_VAR_1}{PAUSE_UNTIL_PRESS}",PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,2,141;137,141,82,yes,{STR_VAR_2};{STR_VAR_1},{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},"{""STR_VAR_1"": ""WWWWWWWWWWWWWW"", ""STR_VAR_2"": ""WWWWWWWWWWWWWW""}",3,136,no,no,สลับไอเทมเก่ากับไอเทมใหม่,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 16; row code(s) R48). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0531,gText_WhichMoveToForget,Which move should be forgotten?{PAUSE_UNTIL_PRESS},จะให้ลืมท่าไหน?{PAUSE_UNTIL_PRESS},PM_SYSTEM_FULL_NORMAL_223x32_X1,PM_SYSTEM_FULL_NORMAL_223x32_X1,"x=1, y=1",223,1,1,75,75,148,no,,{PAUSE_UNTIL_PRESS},{PAUSE_UNTIL_PRESS},{},1,88,no,no,เลือกท่าที่จะลืม,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 17; row code(s) R49). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
UI0539,gText_WontHaveEffect,It won't have any effect.{PAUSE_UNTIL_PRESS},{CLEAR 1}ใช้แล้วไม่มีผล{PAUSE_UNTIL_PRESS},PM_SYSTEM_FULL_NORMAL_223x32_X1,BAG_MESSAGE_NORMAL_216x32_X0,"x=1, y=1",216,1,1,64,64,152,no,,{PAUSE_UNTIL_PRESS},{CLEAR 1};{PAUSE_UNTIL_PRESS},{},1,80,yes,yes,เพิ่ม CLEAR 1 เพื่อป้องกันพิกเซลซ้ายถูกตัดใน Bag/Pyramid x=0,approved_from_review_v1,approved,pass,pass,pass,pass,pass,5e6a746ec6f48fee32a9cec80b7d2002a3bc8263b36fd901fbc4b1e9c5c9a21e,proof_passed,"Automated source, runtime-token, Thai shaper, dynamic expansion, page-layout, strict-width, and normal ROM build checks passed. Runtime visual QA passed from the user-confirmed 17-page Batch 2C gallery (gallery page(s) 17; row code(s) R50, X01). All text pixels were complete and readable with no clipping, overflow, broken glyphs, or overlapping Thai vowels/tone marks. Decorative border/tile artifacts seen outside some QA text windows belong to the temporary gallery harness and do not overlap the tested text area."
