id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label
dlg_5e5e65ea373856f0,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,251,LavaridgeTown_Gym_1F_Text_DanielleIntro
dlg_c8b8a9ffe4e54815,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,255,LavaridgeTown_Gym_1F_Text_DanielleDefeat
dlg_205903cc29c387f8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,258,LavaridgeTown_Gym_1F_Text_DaniellePostBattle
dlg_8e069702cacc8627,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,262,LavaridgeTown_Gym_B1F_Text_JaceIntro
dlg_5078d45a1f3fad68,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,266,LavaridgeTown_Gym_B1F_Text_JaceDefeat
dlg_adb8247c266674eb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,270,LavaridgeTown_Gym_B1F_Text_JacePostBattle
dlg_f4ddf6d2b386684a,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,275,LavaridgeTown_Gym_B1F_Text_JeffIntro
dlg_52b2eca0f530794f,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,279,LavaridgeTown_Gym_B1F_Text_JeffDefeat
dlg_98da460fab496d7c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,282,LavaridgeTown_Gym_B1F_Text_JeffPostBattle
dlg_3b4e813c042813d4,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,287,LavaridgeTown_Gym_B1F_Text_EliIntro
dlg_8c9c001ae1ab8019,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,291,LavaridgeTown_Gym_B1F_Text_EliDefeat
dlg_3001dab5420efd1e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,295,LavaridgeTown_Gym_B1F_Text_EliPostBattle
dlg_389fff3df04b1259,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,300,LavaridgeTown_Gym_1F_Text_FlanneryIntro
dlg_a96cbffb93597cc5,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,315,LavaridgeTown_Gym_1F_Text_FlanneryDefeat
dlg_85cc669a07cfd1db,optional_npc,Previously Closed,optional_npc,COVERED_BY_DEDICATED_TRACKER,DONE,closure_overlay / closed Phase workflow,Already closed by a dedicated earlier phase; do not retranslate.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,327,LavaridgeTown_Gym_1F_Text_ReceivedHeatBadge
dlg_1082e920ad6c3157,optional_npc,Previously Closed,optional_npc,COVERED_BY_DEDICATED_TRACKER,DONE,closure_overlay / closed Phase workflow,Already closed by a dedicated earlier phase; do not retranslate.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,331,LavaridgeTown_Gym_1F_Text_ExplainHeatBadgeTakeThis
dlg_dc7603a3e7b7cee7,optional_npc,Previously Closed,optional_npc,COVERED_BY_DEDICATED_TRACKER,DONE,closure_overlay / closed Phase workflow,Already closed by a dedicated earlier phase; do not retranslate.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,341,LavaridgeTown_Gym_1F_Text_ExplainOverheat
dlg_95d53b6c7b3dbdd5,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,349,LavaridgeTown_Gym_1F_Text_RegisteredFlannery
dlg_ad170cc8edbfbd94,battle,Previously Closed,battle,COVERED_BY_DEDICATED_TRACKER,DONE,closure_overlay / closed Phase workflow,Already closed by a dedicated earlier phase; do not retranslate.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,353,LavaridgeTown_Gym_1F_Text_FlanneryPostBattle
dlg_5a5854148d166b46,interaction,Unclassified,interaction,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: interaction requires Thai translation.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,358,LavaridgeTown_Gym_1F_Text_GymStatue
dlg_d53998996e21beaf,interaction,Unclassified,interaction,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: interaction requires Thai translation.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,361,LavaridgeTown_Gym_1F_Text_GymStatueCertified
dlg_384828b981f33914,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,366,LavaridgeTown_Gym_1F_Text_FlanneryPreRematch
dlg_f198ed2386d523c0,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,375,LavaridgeTown_Gym_1F_Text_FlanneryRematchDefeat
dlg_d25ba72b2b7d22c5,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,379,LavaridgeTown_Gym_1F_Text_FlanneryPostRematch
dlg_0d9cd620b9a2c05b,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Gym_1F/scripts.inc,387,LavaridgeTown_Gym_1F_Text_FlanneryRematchNeedTwoMons
dlg_e8497c29212e7f5e,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_HerbShop/scripts.inc,41,LavaridgeTown_HerbShop_Text_WelcomeToHerbShop
dlg_825cfc01192f3932,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_HerbShop/scripts.inc,45,LavaridgeTown_HerbShop_Text_YouveComeToLookAtHerbalMedicine
dlg_6e4928c28b9be6e4,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_HerbShop/scripts.inc,51,LavaridgeTown_HerbShop_Text_ExplainCharcoal
dlg_f4122f71ef9f50c8,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_HerbShop/scripts.inc,59,LavaridgeTown_HerbShop_Text_HerbalMedicineWorksButMonWillDislike
dlg_a37471ac8015c324,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_House/scripts.inc,17,LavaridgeTown_House_Text_WifeWarmingEggInHotSprings
dlg_4dddb8c7107ec1c9,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_House/scripts.inc,23,LavaridgeTown_House_Text_Zigzagoon
dlg_270b9860dab6bbf2,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_Mart/scripts.inc,34,LavaridgeTown_Mart_Text_XSpeedFirstStrike
dlg_8642e24df2fe2b19,main_story,Story,Main Story,TRANSLATE_REQUIRED,DONE,Phase B/C/D + Phase F Batch01/Wave02,All intended main-story dialogue is in project scope.,data/maps/LavaridgeTown_Mart/scripts.inc,40,LavaridgeTown_Mart_Text_LocalSpecialtyOnMtChimney
dlg_f120d64a933e212d,trainer,Trainer,Spoken Trainer Dialogue,TRANSLATE_REQUIRED,DONE,Phase F Trainer Waves,Translate spoken trainer dialogue. Trainer class/name tables are not automatically included.,data/maps/LavaridgeTown_PokemonCenter_1F/scripts.inc,30,LavaridgeTown_PokemonCenter_1F_Text_TrainersPokemonSpendTimeTogether
dlg_72a4b5634abf7575,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LavaridgeTown_PokemonCenter_1F/scripts.inc,36,LavaridgeTown_PokemonCenter_1F_Text_HotSpringCanInvigorate
dlg_bd2661d448d8ae67,trainer,Trainer,Spoken Trainer Dialogue,TRANSLATE_REQUIRED,DONE,Phase F Trainer Waves,Translate spoken trainer dialogue. Trainer class/name tables are not automatically included.,data/maps/LavaridgeTown_PokemonCenter_1F/scripts.inc,42,LavaridgeTown_PokemonCenter_1F_Text_TrainersShouldRestToo
dlg_a8f0fe8b1aae473f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LilycoveCity/scripts.inc,411,LilycoveCity_Text_MayShoppingLetsBattle
dlg_c191a429878cdb86,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,424,LilycoveCity_Text_MayNotRaisingPokemon
dlg_5fb9bb3b708a0d92,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LilycoveCity/scripts.inc,430,LilycoveCity_Text_MayBattleMe
dlg_fc5d3da559b0781b,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,434,LilycoveCity_Text_MayWontBeBeaten
dlg_0920c99017938629,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,438,LilycoveCity_Text_MayDefeat
dlg_a7d73879b0d5ec3a,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,445,LilycoveCity_Text_MayGoingBackToLittleroot
dlg_8be7c58fd94cf6cd,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,452,LilycoveCity_Text_MayYouGoingToCollectBadges
dlg_be278ef0abd1ff51,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,461,LilycoveCity_Text_MayYouGoingToPokemonLeague
dlg_2392827ca1f76926,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LilycoveCity/scripts.inc,471,LilycoveCity_Text_MayYouGoingToBattleFrontier
dlg_0dcf76a27fcc0437,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LilycoveCity/scripts.inc,481,LilycoveCity_Text_BrendanShoppingLetsBattle
dlg_dd685a7f83153677,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,489,LilycoveCity_Text_BrendanNoConfidence
dlg_bd832ad0ea41a255,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LilycoveCity/scripts.inc,493,LilycoveCity_Text_BrendanBattleMe
dlg_4e509e1d7cdc1b3a,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,497,LilycoveCity_Text_BrendanWontBeBeaten
dlg_3599787e17376d0e,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,501,LilycoveCity_Text_BrendanDefeat
dlg_a8e4b5d51dde75dc,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,507,LilycoveCity_Text_BrendanGoingBackToLittleroot
dlg_0958beee50ffc811,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,514,LilycoveCity_Text_BrendanYouGoingToCollectBadges
dlg_4fbfd1384b129b88,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,521,LilycoveCity_Text_BrendanYouGoingToPokemonLeague
dlg_43278431586644a9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/maps/LilycoveCity/scripts.inc,530,LilycoveCity_Text_BrendanYouGoingToBattleFrontier
dlg_ac15003d0107008a,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,544,LilycoveCity_Text_MovedLootIntoHideoutToday
dlg_e2e8d88acde292ca,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,551,LilycoveCity_Text_ChanceToDoBigThings
dlg_45d5150a9d042b6d,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,559,LilycoveCity_Text_DontGoNearCaveInCove
dlg_69e461d736cd4503,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,565,LilycoveCity_Text_IfWorldBecomesOurs
dlg_c99e7aab675b9706,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,570,LilycoveCity_Text_WailmerLeapOutOfWater
dlg_567abb589c954f56,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,574,LilycoveCity_Text_GetLostMessingUpTraining
dlg_c394feb2b2fe83cc,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,579,LilycoveCity_Text_ContestHallInTown
dlg_b83cfbb57f7b08aa,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,586,LilycoveCity_Text_StrangeCaveInCove
dlg_ee37a1b4b96eb3bd,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,590,LilycoveCity_Text_GoingToMoveDeleterForHMs
dlg_3c507dc185eddea1,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,596,LilycoveCity_Text_ImFromKanto
dlg_d52382a80983e615,main_story,Story,Main Story,TRANSLATE_REQUIRED,DONE,Phase B/C/D + Phase F Batch01/Wave02,All intended main-story dialogue is in project scope.,data/maps/LilycoveCity/scripts.inc,604,LilycoveCity_Text_TeamAquaBeenTrainingWailmer
dlg_26d186c08c2a3ece,main_story,Story,Main Story,TRANSLATE_REQUIRED,DONE,Phase B/C/D + Phase F Batch01/Wave02,All intended main-story dialogue is in project scope.,data/maps/LilycoveCity/scripts.inc,610,LilycoveCity_Text_SomeonePuntedTeamAquaOut
dlg_b9183a170316ca10,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,617,LilycoveCity_Text_SomeoneStoleMyPokemon
dlg_70a02c543f62d5ec,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,624,LilycoveCity_Text_MissingPokemonCameBack
dlg_8f7f3a0edd33053b,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,628,LilycoveCity_Text_ImArtDealer
dlg_ac4a89e848e9b9d2,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,635,LilycoveCity_Text_SeaRemainsForeverYoung
dlg_fd43b62d2b87fe09,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,641,LilycoveCity_Text_SixtyYearsAgoHusbandProposed
dlg_b591a5f22cf4065f,main_story,Story,Main Story,TRANSLATE_REQUIRED,DONE,Phase B/C/D + Phase F Batch01/Wave02,All intended main-story dialogue is in project scope.,data/maps/LilycoveCity/scripts.inc,647,LilycoveCity_Text_TeamAquaRenovatedCavern
dlg_a20c342b34fee9ab,main_story,Story,Main Story,TRANSLATE_REQUIRED,DONE,Phase B/C/D + Phase F Batch01/Wave02,All intended main-story dialogue is in project scope.,data/maps/LilycoveCity/scripts.inc,658,LilycoveCity_Text_TeamAquaLotGoneForGood
dlg_f16eaa9c979b345e,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,665,LilycoveCity_Text_CitySign
dlg_9ac0ddbf71aef87e,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,670,LilycoveCity_Text_ContestHallSign
dlg_01400a75a17d289d,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,674,LilycoveCity_Text_MotelSign
dlg_9ae03c573331ab42,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,679,LilycoveCity_Text_MuseumSign
dlg_0b9b6bdd61a3f2ac,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,684,LilycoveCity_Text_MuseumSignPlayersExhibit
dlg_3f6e46db4545da65,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,689,LilycoveCity_Text_HarborSignUnderConstruction
dlg_6111510f006695a6,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,696,LilycoveCity_Text_HarborSign
dlg_aec285fe318d02b0,trainer,Trainer,Spoken Trainer Dialogue,TRANSLATE_REQUIRED,DONE,Phase F Trainer Waves,Translate spoken trainer dialogue. Trainer class/name tables are not automatically included.,data/maps/LilycoveCity/scripts.inc,701,LilycoveCity_Text_TrainerFanClubSign
dlg_786222b4914703ea,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,706,LilycoveCity_Text_DepartmentStoreSign
dlg_dce909d9e9eecce8,sign,Unclassified,sign,TRANSLATE_REQUIRED,DONE,,Player-facing Phase F scope locked: sign requires Thai translation.,data/maps/LilycoveCity/scripts.inc,713,LilycoveCity_Text_MoveDeletersHouseSign
dlg_cba706dbcbccb98e,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,717,LilycoveCity_Text_DoYouKnowAboutBerryBlender
dlg_e21c8ab0d8d283d9,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,721,LilycoveCity_Text_FasterSpinBetterPokeblocks
dlg_44810fd5e498862f,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,727,LilycoveCity_Text_ExplainBerryBlender
dlg_88ffdc624b0d0b23,main_story,Story,Main Story,TRANSLATE_REQUIRED,DONE,Phase B/C/D + Phase F Batch01/Wave02,All intended main-story dialogue is in project scope.,data/maps/LilycoveCity/scripts.inc,733,LilycoveCity_Text_HeardTowerCalledSkyPillar
dlg_9dc8f505555d4253,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,738,LilycoveCity_Text_SawTallTowerOnRoute131
dlg_aac3b5d823ba4fd7,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,743,LilycoveCity_Text_JustArrivedAndSawRarePokemon
dlg_f6a2f5d49d3dd9c2,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity/scripts.inc,751,LilycoveCity_Text_HoneymoonVowToSeeRarePokemon
dlg_4c2c08b97bb24a6e,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,312,LilycoveCity_ContestHall_Text_TodayWonSmartnessContest
dlg_1aee2d42a0726eda,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,319,LilycoveCity_ContestHall_Text_EnteredBunchOfContests
dlg_847d5d006cdca462,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,327,LilycoveCity_ContestHall_Text_ManWhoWonEarlierHadPokeblocks
dlg_bc37b4e0c4168de4,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,333,LilycoveCity_ContestHall_Text_IsntThisPlaceHumongous
dlg_749d4234752db0bb,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,338,LilycoveCity_ContestHall_Text_GiveItBestSmartAppeal
dlg_cdbbec3aff03dd59,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,344,LilycoveCity_ContestHall_Text_AreYouEnjoyingThisContest
dlg_e6ca2ebd930a5d1e,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,349,LilycoveCity_ContestHall_Text_EnteredWrongContest
dlg_1f90c60a9f5f48a2,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,357,LilycoveCity_ContestHall_Text_RaisedMonToBeSmart
dlg_310a97507db7d903,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,365,LilycoveCity_ContestHall_Text_IfMonPullsSmartMoveNext
dlg_b224fac16397c97a,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,370,LilycoveCity_ContestHall_Text_DontAppreciateCuteLeechLife
dlg_7cc1c5f56425d786,optional_npc,Unclassified,optional_npc,TRANSLATE_REQUIRED,DONE,Phase F Wave 08,Translated in Phase F Wave 08; source precompose and build passed.,data/maps/LilycoveCity_ContestHall/scripts.inc,377,LilycoveCity_ContestHall_Text_YoureBeautifulGrandpa
