species_index,species_constant,english_name,japanese_name,thai_name,reference_status,review_required
285,SPECIES_SWAMPERT,SWAMPERT,ラグラージ,ลากลาจ,TRANSLATED_DRAFT,NO
286,SPECIES_POOCHYENA,POOCHYENA,ポチエナ,โพชีเอนา,TRANSLATED_DRAFT,NO
287,SPECIES_MIGHTYENA,MIGHTYENA,グラエナ,กราเอนา,TRANSLATED_DRAFT,NO
288,SPECIES_ZIGZAGOON,ZIGZAGOON,ジグザグマ,จิกุซากุมะ,TRANSLATED_DRAFT,NO
289,SPECIES_LINOONE,LINOONE,マッスグマ,มัสสึกุมะ,TRANSLATED_DRAFT,NO
290,SPECIES_WURMPLE,WURMPLE,ケムッソ,เคมุสโซ,TRANSLATED_DRAFT,NO
291,SPECIES_SILCOON,SILCOON,カラサリス,คาราซาริส,TRANSLATED_DRAFT,NO
292,SPECIES_BEAUTIFLY,BEAUTIFLY,アゲハント,อาเกฮันต์,TRANSLATED_DRAFT,NO
293,SPECIES_CASCOON,CASCOON,マユルド,มายุลด์,TRANSLATED_DRAFT,NO
294,SPECIES_DUSTOX,DUSTOX,ドクケイル,โดคุเคล,TRANSLATED_DRAFT,NO
295,SPECIES_LOTAD,LOTAD,ハスボー,ฮัสโบ,TRANSLATED_DRAFT,NO
296,SPECIES_LOMBRE,LOMBRE,ハスブレロ,ฮัสบูเรโร,TRANSLATED_DRAFT,NO
297,SPECIES_LUDICOLO,LUDICOLO,ルンパッパ,รุนปัปปะ,TRANSLATED_DRAFT,NO
298,SPECIES_SEEDOT,SEEDOT,タネボー,ทาเนโบ,TRANSLATED_DRAFT,NO
299,SPECIES_NUZLEAF,NUZLEAF,コノハナ,โคโนฮานะ,TRANSLATED_DRAFT,NO
300,SPECIES_SHIFTRY,SHIFTRY,ダーテング,ดาเทงกุ,TRANSLATED_DRAFT,NO
301,SPECIES_NINCADA,NINCADA,ツチニン,สึชินิน,TRANSLATED_DRAFT,NO
302,SPECIES_NINJASK,NINJASK,テッカニン,เท็กคานิน,TRANSLATED_DRAFT,NO
303,SPECIES_SHEDINJA,SHEDINJA,ヌケニン,นูเคนิน,TRANSLATED_DRAFT,NO
304,SPECIES_TAILLOW,TAILLOW,スバメ,ซูบาเมะ,TRANSLATED_DRAFT,NO
305,SPECIES_SWELLOW,SWELLOW,オオスバメ,โอโอซูบาเมะ,TRANSLATED_DRAFT,NO
306,SPECIES_SHROOMISH,SHROOMISH,キノココ,คิโนโคโค,TRANSLATED_DRAFT,NO
307,SPECIES_BRELOOM,BRELOOM,キノガッサ,คิโนกัสซะ,TRANSLATED_DRAFT,NO
308,SPECIES_SPINDA,SPINDA,パッチール,ปัตชีล,TRANSLATED_DRAFT,NO
309,SPECIES_WINGULL,WINGULL,キャモメ,คาโมเมะ,TRANSLATED_DRAFT,NO
310,SPECIES_PELIPPER,PELIPPER,ペリッパー,เพริปเปอร์,TRANSLATED_DRAFT,NO
311,SPECIES_SURSKIT,SURSKIT,アメタマ,อาเมะทามะ,TRANSLATED_DRAFT,NO
312,SPECIES_MASQUERAIN,MASQUERAIN,アメモース,อาเมะมอส,TRANSLATED_DRAFT,NO
313,SPECIES_WAILMER,WAILMER,ホエルコ,โฮเอลโกะ,TRANSLATED_DRAFT,NO
314,SPECIES_WAILORD,WAILORD,ホエルオー,โฮเอลโอ,TRANSLATED_DRAFT,NO
315,SPECIES_SKITTY,SKITTY,エネコ,เอเนโกะ,TRANSLATED_DRAFT,NO
316,SPECIES_DELCATTY,DELCATTY,エネコロロ,เอเนโคโรโร,TRANSLATED_DRAFT,NO
317,SPECIES_KECLEON,KECLEON,カクレオン,คาคุเรออน,TRANSLATED_DRAFT,NO
318,SPECIES_BALTOY,BALTOY,ヤジロン,ยาจิรอน,TRANSLATED_DRAFT,NO
319,SPECIES_CLAYDOL,CLAYDOL,ネンドール,เน็นดอล,TRANSLATED_DRAFT,NO
320,SPECIES_NOSEPASS,NOSEPASS,ノズパス,โนซพาส,TRANSLATED_DRAFT,NO
321,SPECIES_TORKOAL,TORKOAL,コータス,โคทัส,TRANSLATED_DRAFT,NO
322,SPECIES_SABLEYE,SABLEYE,ヤミラミ,ยามิรามิ,TRANSLATED_DRAFT,NO
323,SPECIES_BARBOACH,BARBOACH,ドジョッチ,โดโจจจิ,TRANSLATED_DRAFT,NO
324,SPECIES_WHISCASH,WHISCASH,ナマズン,นามาซุน,TRANSLATED_DRAFT,NO
325,SPECIES_LUVDISC,LUVDISC,ラブカス,เลิฟคัส,TRANSLATED_DRAFT,NO
326,SPECIES_CORPHISH,CORPHISH,ヘイガニ,เฮกานิ,TRANSLATED_DRAFT,NO
327,SPECIES_CRAWDAUNT,CRAWDAUNT,シザリガー,ชิซาริเกอร์,TRANSLATED_DRAFT,NO
328,SPECIES_FEEBAS,FEEBAS,ヒンバス,ฮินบัส,TRANSLATED_DRAFT,NO
329,SPECIES_MILOTIC,MILOTIC,ミロカロス,มิโลคารอส,TRANSLATED_DRAFT,NO
330,SPECIES_CARVANHA,CARVANHA,キバニア,คิบาเนีย,TRANSLATED_DRAFT,NO
331,SPECIES_SHARPEDO,SHARPEDO,サメハダー,ซาเมฮาดา,TRANSLATED_DRAFT,NO
332,SPECIES_TRAPINCH,TRAPINCH,ナックラー,นักคลา,TRANSLATED_DRAFT,NO
333,SPECIES_VIBRAVA,VIBRAVA,ビブラーバ,บิบราบา,TRANSLATED_DRAFT,NO
334,SPECIES_FLYGON,FLYGON,フライゴン,ฟลายกอน,TRANSLATED_DRAFT,NO
335,SPECIES_MAKUHITA,MAKUHITA,マクノシタ,มาคุโนชิตะ,TRANSLATED_DRAFT,NO
336,SPECIES_HARIYAMA,HARIYAMA,ハリテヤマ,ฮาริเทยามะ,TRANSLATED_DRAFT,NO
337,SPECIES_ELECTRIKE,ELECTRIKE,ラクライ,ราคุไร,TRANSLATED_DRAFT,NO
338,SPECIES_MANECTRIC,MANECTRIC,ライボルト,ไรโบลต์,TRANSLATED_DRAFT,NO
339,SPECIES_NUMEL,NUMEL,ドンメル,ดอนเมล,TRANSLATED_DRAFT,NO
340,SPECIES_CAMERUPT,CAMERUPT,バクーダ,บาคูดา,TRANSLATED_DRAFT,NO
341,SPECIES_SPHEAL,SPHEAL,タマザラシ,ทามาซาราชิ,TRANSLATED_DRAFT,NO
342,SPECIES_SEALEO,SEALEO,トドグラー,โทโดกุรา,TRANSLATED_DRAFT,NO
343,SPECIES_WALREIN,WALREIN,トドゼルガ,โทโดเซรุกา,TRANSLATED_DRAFT,NO
344,SPECIES_CACNEA,CACNEA,サボネア,ซาโบเนีย,TRANSLATED_DRAFT,NO
345,SPECIES_CACTURNE,CACTURNE,ノクタス,โนคทัส,TRANSLATED_DRAFT,NO
346,SPECIES_SNORUNT,SNORUNT,ユキワラシ,ยูกิวาราชิ,TRANSLATED_DRAFT,NO
347,SPECIES_GLALIE,GLALIE,オニゴーリ,โอนิโกริ,TRANSLATED_DRAFT,NO
348,SPECIES_LUNATONE,LUNATONE,ルナトーン,ลูนาโทน,TRANSLATED_DRAFT,NO
349,SPECIES_SOLROCK,SOLROCK,ソルロック,โซลร็อก,TRANSLATED_DRAFT,NO
350,SPECIES_AZURILL,AZURILL,ルリリ,รูริริ,TRANSLATED_DRAFT,NO
351,SPECIES_SPOINK,SPOINK,バネブー,บาเนบู,TRANSLATED_DRAFT,NO
352,SPECIES_GRUMPIG,GRUMPIG,ブーピッグ,บูพิก,TRANSLATED_DRAFT,NO
353,SPECIES_PLUSLE,PLUSLE,プラスル,พลัสเซิล,TRANSLATED_DRAFT,NO
354,SPECIES_MINUN,MINUN,マイナン,ไมนัน,TRANSLATED_DRAFT,NO
355,SPECIES_MAWILE,MAWILE,クチート,คุชีต,TRANSLATED_DRAFT,NO
356,SPECIES_MEDITITE,MEDITITE,アサナン,อาซานัน,TRANSLATED_DRAFT,NO
357,SPECIES_MEDICHAM,MEDICHAM,チャーレム,ชาเรม,TRANSLATED_DRAFT,NO
358,SPECIES_SWABLU,SWABLU,チルット,ชิรุตโตะ,TRANSLATED_DRAFT,NO
359,SPECIES_ALTARIA,ALTARIA,チルタリス,ชิรุตาริส,TRANSLATED_DRAFT,NO
360,SPECIES_WYNAUT,WYNAUT,ソーナノ,โซนาโนะ,TRANSLATED_DRAFT,NO
361,SPECIES_DUSKULL,DUSKULL,ヨマワル,โยมาวารุ,TRANSLATED_DRAFT,NO
362,SPECIES_DUSCLOPS,DUSCLOPS,サマヨール,ซามาโยล,TRANSLATED_DRAFT,NO
363,SPECIES_ROSELIA,ROSELIA,ロゼリア,โรเซเลีย,TRANSLATED_DRAFT,NO
364,SPECIES_SLAKOTH,SLAKOTH,ナマケロ,นามาเคโร,TRANSLATED_DRAFT,NO
365,SPECIES_VIGOROTH,VIGOROTH,ヤルキモノ,ยารุกิโมโนะ,TRANSLATED_DRAFT,NO
366,SPECIES_SLAKING,SLAKING,ケッキング,เค็กคิง,TRANSLATED_DRAFT,NO
367,SPECIES_GULPIN,GULPIN,ゴクリン,โกคุริน,TRANSLATED_DRAFT,NO
368,SPECIES_SWALOT,SWALOT,マルノーム,มารุโนม,TRANSLATED_DRAFT,NO
369,SPECIES_TROPIUS,TROPIUS,トロピウス,โทรเปียส,TRANSLATED_DRAFT,NO
370,SPECIES_WHISMUR,WHISMUR,ゴニョニョ,โกเนียวเนียว,TRANSLATED_DRAFT,NO
371,SPECIES_LOUDRED,LOUDRED,ドゴーム,โดโกม,TRANSLATED_DRAFT,NO
372,SPECIES_EXPLOUD,EXPLOUD,バクオング,บาคุอง,TRANSLATED_DRAFT,NO
373,SPECIES_CLAMPERL,CLAMPERL,パールル,พาร์ลูล,TRANSLATED_DRAFT,NO
374,SPECIES_HUNTAIL,HUNTAIL,ハンテール,ฮันเทล,TRANSLATED_DRAFT,NO
375,SPECIES_GOREBYSS,GOREBYSS,サクラビス,ซากุราบิส,TRANSLATED_DRAFT,NO
376,SPECIES_ABSOL,ABSOL,アブソル,แอบโซล,TRANSLATED_DRAFT,NO
377,SPECIES_SHUPPET,SHUPPET,カゲボウズ,คาเงโบซึ,TRANSLATED_DRAFT,NO
378,SPECIES_BANETTE,BANETTE,ジュペッタ,จูเพ็ตตะ,TRANSLATED_DRAFT,NO
379,SPECIES_SEVIPER,SEVIPER,ハブネーク,ฮาบูเนก,TRANSLATED_DRAFT,NO
380,SPECIES_ZANGOOSE,ZANGOOSE,ザングース,ซังกูส,TRANSLATED_DRAFT,NO
381,SPECIES_RELICANTH,RELICANTH,ジーランス,จีแรนส์,TRANSLATED_DRAFT,NO
382,SPECIES_ARON,ARON,ココドラ,โคโคโดรา,TRANSLATED_DRAFT,NO
383,SPECIES_LAIRON,LAIRON,コドラ,โคโดรา,TRANSLATED_DRAFT,NO
384,SPECIES_AGGRON,AGGRON,ボスゴドラ,บอสโกโดรา,TRANSLATED_DRAFT,NO
385,SPECIES_CASTFORM,CASTFORM,ポワルン,โพวารุน,TRANSLATED_DRAFT,NO
386,SPECIES_VOLBEAT,VOLBEAT,バルビート,บัลบีต,TRANSLATED_DRAFT,NO
387,SPECIES_ILLUMISE,ILLUMISE,イルミーゼ,อิลลูมิเซะ,TRANSLATED_DRAFT,NO
388,SPECIES_LILEEP,LILEEP,リリーラ,ริลีรา,TRANSLATED_DRAFT,NO
389,SPECIES_CRADILY,CRADILY,ユレイドル,ยูเรดอล,TRANSLATED_DRAFT,NO
390,SPECIES_ANORITH,ANORITH,アノプス,อาโนปส์,TRANSLATED_DRAFT,NO
391,SPECIES_ARMALDO,ARMALDO,アーマルド,อาร์มาลโด,TRANSLATED_DRAFT,NO
392,SPECIES_RALTS,RALTS,ラルトス,ราลทอส,TRANSLATED_DRAFT,NO
393,SPECIES_KIRLIA,KIRLIA,キルリア,คิรูเรีย,TRANSLATED_DRAFT,NO
394,SPECIES_GARDEVOIR,GARDEVOIR,サーナイト,ซาไนต์,TRANSLATED_DRAFT,NO
395,SPECIES_BAGON,BAGON,タツベイ,ทัตสึเบ,TRANSLATED_DRAFT,NO
396,SPECIES_SHELGON,SHELGON,コモルー,โคโมรู,TRANSLATED_DRAFT,NO
397,SPECIES_SALAMENCE,SALAMENCE,ボーマンダ,โบมันดา,TRANSLATED_DRAFT,NO
398,SPECIES_BELDUM,BELDUM,ダンバル,ดันบัล,TRANSLATED_DRAFT,NO
399,SPECIES_METANG,METANG,メタング,เมแทง,TRANSLATED_DRAFT,NO
400,SPECIES_METAGROSS,METAGROSS,メタグロス,เมตากรอส,TRANSLATED_DRAFT,NO
401,SPECIES_REGIROCK,REGIROCK,レジロック,เรจิร็อก,TRANSLATED_DRAFT,NO
402,SPECIES_REGICE,REGICE,レジアイス,เรจิไอซ์,TRANSLATED_DRAFT,NO
403,SPECIES_REGISTEEL,REGISTEEL,レジスチル,เรจิสตีล,TRANSLATED_DRAFT,NO
404,SPECIES_KYOGRE,KYOGRE,カイオーガ,ไคโอกา,TRANSLATED_DRAFT,NO
405,SPECIES_GROUDON,GROUDON,グラードン,กราดอน,TRANSLATED_DRAFT,NO
406,SPECIES_RAYQUAZA,RAYQUAZA,レックウザ,เร็คคูซา,TRANSLATED_DRAFT,NO
407,SPECIES_LATIAS,LATIAS,ラティアス,ลาเทียส,TRANSLATED_DRAFT,NO
408,SPECIES_LATIOS,LATIOS,ラティオス,ลาทิออส,TRANSLATED_DRAFT,NO
409,SPECIES_JIRACHI,JIRACHI,ジラーチ,จิราชิ,TRANSLATED_DRAFT,NO
410,SPECIES_DEOXYS,DEOXYS,デオキシス,ดีออกซิส,TRANSLATED_DRAFT,NO
411,SPECIES_CHIMECHO,CHIMECHO,チリーン,ชิริน,TRANSLATED_DRAFT,NO
