table,index,source_offset_hex,entry_size,source_hex,source_jp,translation_th,status,compiled_length_current_pipeline,max_width_estimate_px,glyph_pages,fits_fixed_entry_current_pipeline,compile_status,translator_note
SPECIES,106,0x00203F34,6,5B 7C 71 77 AE FF,サワムラー,ซาวามูรา,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,107,0x00203F3A,6,54 97 7C 77 AE FF,エビワラー,เอบิวารา,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,108,0x00203F40,6,99 7B 78 7E 87 FF,ベロリンガ,เบโรรินกา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,109,0x00203F46,6,95 87 AE 5D FF 00,ドガース,โดกาส,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,110,0x00203F4C,6,6F 60 95 87 5D FF,マタドガス,มาตาโดกาส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,111,0x00203F52,6,5B 52 6E AE 7E FF,サイホーン,ไซฮอร์น,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,112,0x00203F58,6,5B 52 95 7E FF 00,サイドン,ไซดอน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,113,0x00203F5E,6,77 A0 57 AE FF 00,ラッキー,ลัคกี,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,114,0x00203F64,6,73 7E 8D 84 77 FF,モンジャラ,มนจารา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,115,0x00203F6A,6,87 79 AE 77 FF 00,ガルーラ,การ์รูรา,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,116,0x00203F70,6,60 A0 62 AE FF 00,タッツー,ทัตสึ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,117,0x00203F76,6,5C AE 95 77 FF 00,シードラ,ซีดรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,118,0x00203F7C,6,64 5B 57 7E 64 FF,トサキント,โทซาคินโตะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,119,0x00203F82,6,51 8E 6F 55 53 FF,アズマオウ,อาซูมาโอ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,120,0x00203F88,6,6B 64 94 6F 7E FF,ヒトデマン,ฮิโตเดมัน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,121,0x00203F8E,6,5D 60 AE 70 AE FF,スターミー,สตาร์มี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,122,0x00203F94,6,96 78 74 AE 95 FF,バリヤード,บารียาร์ด,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,123,0x00203F9A,6,5D 64 77 52 58 FF,ストライク,สไตรค์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,124,0x00203FA0,6,79 AE 8D 85 77 FF,ルージュラ,รูจูรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,125,0x00203FA6,6,54 7A 98 AE FF 00,エレブー,เอเลบู,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,126,0x00203FAC,6,98 AE 96 AE FF 00,ブーバー,บูบา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,127,0x00203FB2,6,56 52 7B 5D FF 00,カイロス,ไครอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,128,0x00203FB8,6,59 7E 60 7B 5D FF,ケンタロス,เคนทารอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,129,0x00203FBE,6,5A 52 57 7E 89 FF,コイキング,คอยคิง,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,130,0x00203FC4,6,88 84 77 95 5D FF,ギャラドス,เกียราดอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,131,0x00203FCA,6,77 9D 77 5D FF 00,ラプラス,ลาพลาส,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,132,0x00203FD0,6,72 60 73 7E FF 00,メタモン,เมตามอน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,133,0x00203FD6,6,52 AE 98 52 FF 00,イーブイ,อีวุย,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,134,0x00203FDC,6,5C 84 7C AE 8E FF,シャワーズ,ชาวเวอร์ส,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,135,0x00203FE2,6,5B 7E 91 AE 5D FF,サンダース,ซันเดอร์ส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,136,0x00203FE8,6,98 AE 5D 60 AE FF,ブースター,บูสเตอร์,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,137,0x00203FEE,6,9F 78 8B 7E FF 00,ポリゴン,โพรีกอน,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,138,0x00203FF4,6,55 71 65 52 64 FF,オムナイト,ออมไนต์,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,139,0x00203FFA,6,55 71 5D 60 AE FF,オムスター,ออมสตาร์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,140,0x00204000,6,56 98 64 FF 00 00,カブト,คาบูโตะ,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,141,0x00204006,6,56 98 64 9D 5D FF,カブトプス,คาบูท็อปส์,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,142,0x0020400C,6,9D 63 77 FF 00 00,プテラ,พูเทรา,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,143,0x00204012,6,56 97 8B 7E FF 00,カビゴン,คาบิกอน,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,144,0x00204018,6,6C 78 AE 8C AE FF,フリーザー,ฟรีเซอร์,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,145,0x0020401E,6,5B 7E 91 AE FF 00,サンダー,ซันเดอร์,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,146,0x00204024,6,6C 7F 52 74 AE FF,ファイヤー,ไฟเยอร์,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,147,0x0020402A,6,70 66 78 85 53 FF,ミニリュウ,มินิริว,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,148,0x00204030,6,6A 58 78 85 AE FF,ハクリュー,ฮาคุริว,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,149,0x00204036,6,56 52 78 85 AE FF,カイリュー,ไคริว,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,150,0x0020403C,6,70 85 53 62 AE FF,ミュウツー,มิวทู,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,151,0x00204042,6,70 85 53 FF 00 00,ミュウ,มิว,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,152,0x00204048,6,61 5A 78 AE 60 FF,チコリータ,ชิโคริตา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,153,0x0020404E,6,99 52 78 AE 6C FF,ベイリーフ,เบย์ลีฟ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,154,0x00204054,6,72 87 66 53 71 FF,メガニウム,เมกาเนียม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,155,0x0020405A,6,6B 69 51 77 5C FF,ヒノアラシ,ฮิโนอาราชิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,156,0x00204060,6,6F 89 6F 77 5C FF,マグマラシ,มักมาราชิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,157,0x00204066,6,96 58 6C AE 7E FF,バクフーン,บาคุฟูน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,158,0x0020406C,6,7C 66 69 5A FF 00,ワニノコ,วานิโนโกะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,159,0x00204072,6,51 78 8A 52 62 FF,アリゲイツ,อาริเกตส์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,160,0x00204078,6,55 AE 91 52 79 FF,オーダイル,ออไดล์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,161,0x0020407E,6,55 60 61 FF 00 00,オタチ,โอตาจิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,162,0x00204084,6,55 55 60 61 FF 00,オオタチ,โอโอทาจิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,163,0x0020408A,6,6E AE 6E AE FF 00,ホーホー,โฮโฮ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,164,0x00204090,6,76 79 69 8E 58 FF,ヨルノズク,โยรุโนะซึคุ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,165,0x00204096,6,7A 94 80 96 FF 00,レディバ,เรดิบา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,166,0x0020409C,6,7A 94 80 51 7E FF,レディアン,เรเดียน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,167,0x002040A2,6,52 64 6F 79 FF 00,イトマル,อิโตมารุ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,168,0x002040A8,6,51 78 51 95 5D FF,アリアドス,อาเรียดอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,169,0x002040AE,6,58 7B 96 A0 64 FF,クロバット,โครแบต,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,170,0x002040B4,6,61 86 7E 61 AE FF,チョンチー,จอนชี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,171,0x002040BA,6,77 7E 60 AE 7E FF,ランターン,แลนเทิร์น,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,172,0x002040C0,6,9C 61 85 AE FF 00,ピチュー,พิชู,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,173,0x002040C6,6,9C 80 FF 00 00 00,ピィ,พี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,174,0x002040CC,6,9D 9D 78 7E FF 00,ププリン,พูพูริน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,175,0x002040D2,6,64 8A 9C AE FF 00,トゲピー,โทเกปี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,176,0x002040D8,6,64 8A 61 A0 58 FF,トゲチック,โทเกชิก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,177,0x002040DE,6,68 52 63 80 FF 00,ネイティ,เนที,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,178,0x002040E4,6,68 52 63 80 55 FF,ネイティオ,เนทีโอ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,179,0x002040EA,6,72 78 AE 9D FF 00,メリープ,เมรีป,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,180,0x002040F0,6,73 5A 5A FF 00 00,モココ,โมโคโค,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,181,0x002040F6,6,94 7E 78 85 53 FF,デンリュウ,เดนริว,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,182,0x002040FC,6,57 7A 52 6A 65 FF,キレイハナ,คิเรฮานะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,183,0x00204102,6,6F 78 79 FF 00 00,マリル,มาริล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,184,0x00204108,6,6F 78 79 78 FF 00,マリルリ,มาริลริ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,185,0x0020410E,6,53 5F A0 57 AE FF,ウソッキー,อุซกกี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,186,0x00204114,6,66 86 7B 64 69 FF,ニョロトノ,เนียวโรโทโนะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,187,0x0020411A,6,6A 68 A0 5A FF 00,ハネッコ,ฮาเนกโกะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,188,0x00204120,6,9F 9F A0 5A FF 00,ポポッコ,โปโปกโกะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,189,0x00204126,6,7C 60 A0 5A FF 00,ワタッコ,วาตักโกะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,190,0x0020412C,6,54 52 9B 71 FF 00,エイパム,เอปาม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,191,0x00204132,6,6B 6F 65 A0 62 FF,ヒマナッツ,ฮิมานัตสึ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,192,0x00204138,6,57 6F 7C 78 FF 00,キマワリ,คิมาวาริ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,193,0x0020413E,6,74 7E 74 7E 6F FF,ヤンヤンマ,ยันยันมา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,194,0x00204144,6,53 9B AE FF 00 00,ウパー,อูปา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,195,0x0020414A,6,67 55 AE FF 00 00,ヌオー,นูโอ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,196,0x00204150,6,54 AE 6C 80 FF 00,エーフィ,เอฟี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,197,0x00204156,6,98 77 A0 57 AE FF,ブラッキー,แบล็กกี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,198,0x0020415C,6,74 70 56 77 5D FF,ヤミカラス,ยามิคาราสึ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,199,0x00204162,6,74 95 57 7E 89 FF,ヤドキング,ยาโดคิง,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,200,0x00204168,6,71 53 6F FF 00 00,ムウマ,มูมา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,201,0x0020416E,6,51 7E 69 AE 7E FF,アンノーン,อันโนน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,202,0x00204174,6,5F AE 65 7E 5D FF,ソーナンス,โซนันส์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,203,0x0020417A,6,57 78 7E 78 57 FF,キリンリキ,คิรินริกิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,204,0x00204180,6,58 67 88 91 6F FF,クヌギダマ,คุนุกิดามะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,205,0x00204186,6,6C 83 7A 64 5D FF,フォレトス,ฟอเรทอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,206,0x0020418C,6,69 5A A0 61 FF 00,ノコッチ,โนคจิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,207,0x00204192,6,89 77 52 87 AE FF,グライガー,ไกรเกอร์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,208,0x00204198,6,6A 87 68 AE 79 FF,ハガネール,ฮากาเนล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,209,0x0020419E,6,98 79 AE FF 00 00,ブルー,บูล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,210,0x002041A4,6,89 77 7E 98 79 FF,グランブル,แกรนบูล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
